product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Like that its waterproof,"Reviewed in the United States 🇺🇸 on April 1, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The touch screen is somewhat extra sensitive,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,My favorite kindle yet!!,"Reviewed in the United States 🇺🇸 on February 12, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Denim,True,"Let me start this off by saying.. I’ve had five kindles since they came out. I’ve had multiple models, and I’ve experienced the growth of kindles over a long period of time. I LOVE this kindle. The processing speed has finally improved, the touch screen is more responsive, the e-ink is more clear, and overall I am extremely satisfied. I understand why some people believe the signature edition is worth it to have wireless charging, but I didn’t need that. I don’t mind plugging it into the wall. I purchased the kindle in the color “denim” and I am so glad I did.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,My favorite!,"Reviewed in the United States 🇺🇸 on April 2, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Don’t know how I lived without it!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,BUY ONE!!,"Reviewed in the United States 🇺🇸 on March 5, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"If you love to read & are debating over getting a Kindle just buy it, you WILL NOT regret it at all!! I love my Kindle so much. The battery life is AMAZING, it’s easy to travel with, & I just love having all my books in one place. 🫶⭐️",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Great,"Reviewed in the United States 🇺🇸 on March 28, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Works great battery life is excellent,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,I love my Kindle!!!,"Reviewed in the United States 🇺🇸 on December 21, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"As much reading as I do, I literally don't know how my eyes have survived this long.  I have been reading kindle through my android app for a while now and I am the type that refuses to put a stop a book once I've began until I finish.  I constantly fight blurred lines and watering eyes to fight putting it down in favor of finishing a good book in progress.  I have been reading all day over 12 hrs now on the first read with my Kindle...not once have the lines blurred together, no watering eyes or struggling to finish.  The lighting on kindle is so gentle and impressive.. I have had not problem one with my eyes spazzing on me.  I urge anyone who struggles to read on an over bright small screen on their Android device to take the plunge and investing a Kindle.  I bought the newest edition of the Kindle Paperwhite with the 6.8"" screen, everyone else told me I didn't need a kindle as long as I have the app on my android.  Well, I'm here to tell ya, you do need a kindle, my eyes are thanking me tonight, and even though I just finished a good read, I'm gonna start another cause my eyes are still as focused as they were 12 hrs ago when the mailman delivered my kindle and I booted it up to start reading.  Only now that I stopped long enough to do this review are my eyes feeling strained with this tiny screen and different lighting.  I'll never go back to reading my books on an android now that I have experienced my Kindle.",32 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,love the bigger screen,"Reviewed in the United States 🇺🇸 on February 16, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This is my 4 the kindle. I love them so much.  Yes, I am a reader of the first degree and proud of it.  Handy holds so many lovely reads!  this item is similar to the previous version with just a few changes. Still easy to use and set up!Still fits in my purses too.  This article is as important to me as my phone!  readers understand this to be sure. a great value and enhancement to my world.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,It's better than my old Paperwhite,"Reviewed in the United States 🇺🇸 on February 14, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"The main thing I like about this Kindle Paperwhite is that it has a dark mode so when I want to read in the dark, I can read better with the dark mode on.  I also like the fact that the screen is completely flush with the border so it's easier to clean and keep clean. The one thing I have an issue with is I have to make a definite swipe to turn the page. If i just brush the screen with my thumb it will turn several pages and I have to go back again. That's minor though.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,One of the best decision I’ve made this year!,"Reviewed in the United States 🇺🇸 on February 4, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This device helps me to focus more on what I’m reading. I have the Bible app on my cell phone and I have the actual Bible as a book but with THIS device I can take my Bible to bed with me and not be tempted to view anything other than what I intend on viewing!!! I got the ads with this device BUT you can disable the purchase settings within this device so that inappropriate book covers won’t pop up or any in that matter. You can also pay $20 later to buy the no ads for the kindle you have. Whoever created the Kindle, thank you kindly.",4 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Best E-book ever!!,"Reviewed in the United States 🇺🇸 on March 6, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Agave Green,True,I love this kindle paperwhite. I got the agve green one and I the color is so beautiful. I read so much more than I used to. Plus its so thin and easy to take every where. I definitely recommend it.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Better than reading a paperback!,"Reviewed in the United States 🇺🇸 on February 2, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"My wife has the old small size and I always preferred an actual book. But I bought the Kindle white and I love the size and how it remembers where I left off, no matter which book I'm reading. I gave it a 4 on the touch screen, because if I hit it accidently w/ a double touch, it goes several pages ahead. Too sensitive. I hear the libraries now offer ebooks to download. I'm looking forward to trying that. Over all, I am a huge fan of my Kindle white. I can read it out by the pool w/o any issues.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Awesome Kindle,"Reviewed in the United States 🇺🇸 on February 20, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Since Paperwhite came out, I had to get it.  So much easier to read books than the original Kindle.  Can adjust font sizes of the words, can make them bolder, and has a light that makes wording easier to see.  The light does not shine in eyes, the bulbs are directed up and not out as far as I can tell.  Would recommend.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,"Kindle is great Kindle ""unlimited"" is not","Reviewed in the United States 🇺🇸 on March 19, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"If you don't have KU (Kindle ""unlimited"") then the book you search for is ALWAYS available for free if you sign up for KU. If you do have KU then the book is not available! Nice algorithm you have there.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Better than my older model,"Reviewed in the United States 🇺🇸 on March 14, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Better battery life. I had eye strain on my older model which caused me to purchase this model. Being able to adjust the light made a hugh difference.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Battery duration,"Reviewed in the United States 🇺🇸 on March 24, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,It came according to the publication. No complains.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Worth the Purchase,"Reviewed in the United States 🇺🇸 on December 31, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Cannot speak to the longevity of this product but I am loving it so far. As someone who's been reading e-books on my phone for years, I can't believe it took me so long to get an e-reader. It is way more pleasant to read on and I like the simplicity of the device. That does come with a few drawbacks - when searching for new books the black and white display and the basic touchscreen (scrolling is not very smooth) make it a little hard. It might be easier to search for new books on another device and then put them on the kindle (which syncs nicely). The touch screen works totally fine for the reading functions like page-turning and overall I appreciate that there are no flashy, colorful, unnecessary features. Well worth the price so far for me! And the ads, which I normally hate, do not bother me so far. They all seem to be related to the kindle.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Saves me money!,"Reviewed in the United States 🇺🇸 on March 24, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Happy that I can carry all the books with me without the bulk and it’s light weight. Love it soo far,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Watch for the charging cable.,"Reviewed in the United States 🇺🇸 on February 1, 2023",Option: With 3 Months Free Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"All this devices are being refurbished and resold as new.  Mine came with a low quality charging cable that did not charged the device. I called Amazon and they offered a replacement, again a refurbished one.  The charging cable on the replacement was of a better grade but now I'm stuck with two of these things which I bought thinking to be kinder on the planet. If companies do not get their act together they can blow the horn of been pro environment as long as they want but the whole thing is a mirage. Not doing any good for Mama Earth.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Great for reading,"Reviewed in the United States 🇺🇸 on March 20, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Back light is a bit too intense for my sensitive eyes.  Over all is ok. But I still prefer physical books in hand.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,"The Kindle: A Light, Crisp, and Comfortable Reading Experience","Reviewed in the United States 🇺🇸 on January 6, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I recently purchased an Amazon Kindle e-reader and I am absolutely loving it! The first thing I noticed when I took it out of the box was how lightweight and compact it is - it's incredibly easy to hold in the palm of my hand for extended periods of time.One of the features I was most excited about was the built-in night light, and I have to say, it does not disappoint. The adjustable light allows me to read comfortably in low light conditions, without straining my eyes or disturbing my partner.But perhaps the most impressive aspect of the Kindle is the text display. The e-ink screen is crystal clear and the text is crisp and easy to read. I've always struggled with eyestrain when reading for long periods of time on backlit screens, but that has not been an issue with the Kindle. The battery life is also excellent - I can easily go a week or more without needing to charge it.Overall, I am thrilled with my purchase of the Amazon Kindle e-reader. It's lightweight, easy to hold, and has a beautiful display that makes reading a pleasure. The night light feature and excellent battery life are added bonuses, and I would highly recommend it to anyone looking for an e-reader.",17 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Battery life,"Reviewed in the United States 🇺🇸 on February 21, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I received my new kindle paper white 11th gen today. I charged it up to 100% and put on the sleep/wake cover. I just checked it hours later and it lost 2% of charge without using it at all. I can’t possibly see how this can last 10 weeks without a charge. My old 7th gen still last 3 to 4 weeks with use.  Maybe they should start making products in America again.,One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Good Reader Device,"Reviewed in the United States on December 31, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"So this is my third Kindle reader.  I bought one of the early generation Kindle readers, and then a paperwhite Kindle after they came out.  Inbetween my last paperwhite and this new one, I was using a 10"" Kindle Fire for most of my reading.  There are plenty of Kindle generation comparison reviews out there already, so I won't go down that path.  What I will say is that the battery life is really exceptional on this paperwhite, probably on-par or better than all my previous Kindles.  The text quality is very good, the ad-screens are not annoying, and the touch screen is adequate for navigating books and my kindle book collection.  The wifi is solid and I have not had any issues with it at all.  In addition to that, it is extremely light and easy to hold for hours at a time without fatigue or cramping.  In short, I have no real complaints or issues with this reader.  It's a great product.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,LOVE IT !,"Reviewed in the United States on January 26, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I have been an avid reader for years. The Kindle Paperwhite (16G) is perfect for me. The availability to read outside in bright light, on the beach, near the pool and at night while my husband is sleeping is primo. I`ve had Kindle readers for years and this has all the features one needs for lighting, font, availability of definition of words as one reads along to being able to return to ones current page with little effort are all . The list of positive features is long and worth every minute of examining. One of the BEST features is the battery length. I never have to worry about charging my Kindle as it lasts for weeks at a time. Highly recommend.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,A book lover's dream come true - the Kindle Paperwhite,"Reviewed in the United States on December 26, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"As a book lover, I have always been hesitant to embrace electronic reading devices. I was worried about losing the tactile experience of turning pages and the convenience of being able to easily mark my place with a bookmark. But after using the Kindle Paperwhite for the past few months, I have to say that I am a convert.One of the things I love most about the Paperwhite is its compact size and lightweight design. It fits easily in my bag and is perfect for travel, allowing me to carry a whole library's worth of books with me wherever I go. The screen is also a joy to read on - it is clear and crisp, and the adjustable backlight makes it easy to read in any lighting conditions.In addition to its practical features, the Paperwhite also has a host of convenient features that make reading even more enjoyable. I love being able to highlight passages and take notes, and the dictionary function is a huge help when I come across a word I don't know. The battery life is also impressive - I can go weeks without needing to charge it.In conclusion, the Kindle Paperwhite is a book lover's dream come true. It is compact, convenient, and packed with features that make reading even more enjoyable. Whether you're an avid reader or just looking for a convenient way to access your favorite books, I highly recommend giving the Paperwhite a try.",24 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,This I think is my seventh Kindle and as all of them I love them,"Reviewed in the United States on February 19, 2023",Option: With 3 Months Free Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I lost my last Kindle sadly so I purchased this one. It is very fast. The color options with the display is a nice add-on. I do  however feel that the touch is very sensitive when turning pages is very sensitive, and it’s taking some getting used to.  I wish I had a control of sensitivity that would let me adjust the sensitivity settings.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Love the new larger size!,"Reviewed in the United States on March 22, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,New larger size is great! Love the adjustable warm light! Kindle is clearly the best e-reader!!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Great new kindle,"Reviewed in the United States on March 25, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Excellent in all ways,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,"Very Glad that I finally bought one, but a few minor annoyances","Reviewed in the United States on May 28, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Overall, I LOVE my new kindle paperwhite. Can't stress enough that it really has overall been a great purchase. I love having a dedicated e-reading device as other things don't interupt and distract my reading time, etc... I now refuse to read e-books on any other device as I much prefer reading on my Kindle.Pros:-Absolutely love the adjustable warm/blue light options and dark/light mode (as I can read comfortably in the dark without disturbing others)-In love with the fact its waterproof so I can read in the tub/pool/etc...-wifi connectivity awesome feature-The kindle store experience isn't as good as it is on a tablet/smart phone but was way better than expected-size and weight are just right for holding and reading.-I've read it several hours a day and the battery still managed to last at least a week plus. And if I don't read as often and leave it in airplane mode with bluetooth off it lasts a very, very, very long time without re-charging. So no complaints there.Cons:- Biggest con is as of 2022 kindle paperwhite doesn't support immersion reading (i.e., listening to audiobook and seeing book text at the same time) you can only do one or the other/switch between the two. As an exclusive e-reading device I was very disappointed it doesn't support this particular feature.-It occasionally glitches either skipping ahead by several pages, or makes me tap/swipe a few times when I attempt to navigate backwards in my book. Its not a deal breaker as it happens rarely but still can be slightly annoying at times. This may also improve with updates in the future.-The screen does smudge quite easily/noticably but when reading you can't really tell-a little sad it doesn't have its own speakers to listen to audiobooks, but I knew this buying it and it does connect well to my bluetooth devices. Also, not including internal speakers does keep it very slim which is nice.-There are one or two e-books I own that ""aren't formatted"" for the kindle so I can't read them, but its quite rare. Also I wouldn't recommend reading comic books, graphic novels, or childrens picture books on a kindle as they are all black and white and don't show color (and the pages are smaller and text can be quite difficult to read) However none of these books really read well on normal tablets/smartphones either as they are usually best as hard copies. That being said my toddler still enjoyed reading the one or two kids picture e-books I do own on the device. But its best and really designed for text only chapter books for older kids/adults.Other comments: other reviewers mentioned that the power button is not in a good location as its on the bottom of the device. They stated they occasionally accidentally turn it off while reading (especially if you hold it right handed). I agree its in a bad spot/is slightly inconvenient but it hasn't caused me to accidentally turn it off. So overall this hasn't been an issue for me.Overall I would buy it again, and I would definitely purchase the paperwhite over the standard kindle if you can afford to (although the standard is still a good experience).",11 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Purchase at your own risk,"Reviewed in the United States on December 14, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I am an avid reader, with over 1000 books on my kindle. I read for at least an hour a day. I've owned all versions of kindles since they first came out, with the exception of the Oasis, which I purchased and returned due to readability issues. My favorite kindle ever is the Voyage, which I still have - several years old and still working fine. I say all this to give some perspective on this particular kindle.I purchased the new kindle paperwhite in November of 2021, and loved it. It's the most similar to the Voyage that I've found, with the exception of not having actual buttons to push to change the page. The paperwhite is light, has a large screen so page turns  are lessened, easy to hold in your hands, and has rapid and invisible page changes with no delays. The e-ink is deep and dark and easy to read. I'm not a fan of the new software and find it hard to hunt for books in my library, but was willing to put up with it as I really liked the product. For avid readers, the charge does not last for more than ten days in regular mode, but overall I was very pleased with it.Fast forward nine months later... A line across the text started to form when the kindle was on the Lock Screen. I turned it off and on, checked for updates, and continued using it. The line then began to show even on the page I was reading. After an online chat with Amazon customer service, they agreed to exchange it for the refurbished kindle paperwhite. I take issue with this practice of replacing almost new, under warranty, defective merchandise with something that is not brand new, but I asked for new and was told no, I had to take a refurbished item. After receiving the replacement kindle, I noticed the plug in port was difficult to get the plug in, and got gradually worse. I called in CS in November as now the replacement kindle was not charging even when I could get the plug in. I had to speak to three people, explaining the problem each time over the course of an hour. I was told I'd have to pay to ship my kindle in and get a replacement, that I could only get a refurbished item again, etc, etc. I finally, after insisting, got transferred to a supervisor who agreed to make an ""exception"" and send me a new kindle. However, I wouldn't have a warranty on the new one, so if anything didn't work on it, too bad.Why does a loyal customer with a legitimate issue have to waste so many hours to get an in-warranty product replacement, and then have to accept a replacement with no warranty on it? Amazon, get it together. This should be an easy fix from the customer standpoint.In conclusion, I like the paperwhite, but am, with good reason, wary about the longevity of the product. If Amazon can't stand behind their signature e-reader with better customer service than I got, I can't whole heartedly recommend it.Purchase at your own risk.",127 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Audible App is 20x better on my phone,"Reviewed in the United States on December 16, 2022",Option: With 3 Months Free Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I got my Paperwhite 2 months ago. I love how easy it is to read with the adjustable background lights and brightness. The battery life is superb!! I also love that I have the ability to purchase books directly on the Paperwhite instead of having to get on the website and have it sent to my library and then retrieve it on the app. HOWEVER..... the audible user face on the Paperwhite is a joke compared to the Audible app on my phone. The app has more options such as the sleep timer & player settings (progress bar, choosing how long forward & rewind are & continuous listening). The scroll option to go between chapters is laughable. A pop up window appears & I have the most difficult time getting it to ACTUALLY SCROLL!!! I've tried using the line to the right hand side where a scrollbar is typically placed, I've tried hitting where the 'up arrow' & 'down arrow' WOULD be on a typical scroll bar, & I've tried using the area where the chapters themselves are actually listed. It's ridiculous. I absolutely wish they would update the craptastic audible on the Paperwhite to be COMPARABLE to the Audible app.",5 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Not a big improvement over the previous model,"Reviewed in the United States on January 31, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Without Lockscreen Ads | Color: Black,True,"I bought this latest generation of Kindle because I thought it would be noticeably better than the one that came out a couple of years ago.  It isn't.  The screen is a tiny bit bigger, but the speed is the same.  If it is faster, it's not noticeable.  Like all Kindle's, the battery life is weeks, not days.  The screen clarity is wonderful even for a person with cataracts, like me.  I don't regret the purchase except for the disappointment of it not being any sort of upgrade.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Makes reading so much easier,"Reviewed in the United States on January 15, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I had a kindle reader probably around eight years ago and there has been a vast improvement. The night mode makes reading at night much more pleasant and there is a warmth setting you can toggle as well if you prefer the white pages. I was on the fence about purchasing a kindle since I have and iPhone and iPad I could download ebooks in, but this makes such a big difference! It truly looks like paper and having a dedicated device for reading really improves the focus. The web searching isn’t the best since the loading is a little weird (no scrolling and a flash in between loads), but that’s okay considering all you’re using it for is reading. Charges super fast, and battery drains slow. Definitely worth the buy!",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Nice to read at nights!,"Reviewed in the United States on March 14, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Denim,True,"Taking advantage of its specs, it’s easy to use at night to get your book read before going to sleep!!",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Why can't I get a list view?,"Reviewed in the United States on February 16, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Agave Green,True,"I like the Paperwhite, and overall it's very nice. But I do find it annoying to not have the earlier Kindle list view for my books. Now, all I see are the covers. And frankly the covers aren't always very easy to read. The list view was more accessible. I've spent much time trying to find a solution, and there doesn't seem to be one.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Great upgrade/replacement for older Kindle,"Reviewed in the United States on March 25, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Replaced the kindle I bought in 2012. This one is lighter and a great upgrade!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,I love it,"Reviewed in the United States on February 21, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"To me, there is nothing not to like about this Kindle.  The 2 things I like the most is that I can make the background black which is much easier on my eyes; and the font size can be enlarged.  The ads don't bother me since they are only on the front page when opening.  I would certainly reccomend it.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,The Best,"Reviewed in the United States on March 7, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The best thing I have bought in a while. It's light weight and easy to read. It's water proof so I can easily read by the pool or beach. I love love my kindle!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,Please become compatible with cloud library.,"Reviewed in the United States on February 15, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Agave Green,True,I really like my kindle. It’s the perfect size and love the new green color. And I’ve been a fan of kindle for reading for a while now. The only complaint I have is it isn’t compatible with cloud library to transfer books.  It’s so nice to be able to rent ebooks from my library but I can’t read them on my kindle which is a bummer.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Great Kindle,"Reviewed in the United States on February 22, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Like this Kindle improvement, still have my old one. I read a lot and it is nice to have a light weight device though I still read paper books too. I like the cork cover very much for one can fold it back, a plus...battery seems fine, glad I bought it, have lots of downloaded books, thanks.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,"Easy on the eyes, but awkward to use...","Reviewed in the United States on March 20, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"The good points:  1) The adjustable warm light makes reading very pleasant.  2) Battery life is pretty good, but not as good as claimed.  A day's reading will drain between 15 to 20%  of the charge.  3) The weight is very light.The bad points:  1) The VERY sensitive power button is on the bottom, so propping the reader on any surface usually puts  the device in standby mode, and using a stand is awkward.  2) The charging port is also on the bottom, so it cannot be charged on a stand.  3) The touch screen is very sensitive when turning pages, and if touched wrong, it will propel you ahead  several pages.  4) The touch screen when navigating is not very responsive; sometimes requiring multiple taps to move.  5) There are no device margins on the sides (unlike the Fire), so if you try to hold it like a book, your  thumb will activate the touch screen.  You can only hold it by the bottom margin.The bottom line is that the bad features far outweigh the good features, and the overall readingexperience is poor.The Fire 8"" HD is a far better choice than the Kindle Paperwhite.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Love my Kindle,"Reviewed in the United States on March 19, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Denim,True,Exactly as described! So light weight and easy to manage and navigate!,
