product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I thought I would miss actual books until now,"Reviewed in the United States 🇺🇸 on March 25, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I LOVE THIS THING. Everyone asks me why I bought this even though I have a phone and and iPad and I could just get the kindle app and read it like that. But I could never see the screen on either when I’m outside and I can always read the screen on the kindle. I’m also the kind of person that LOVES paper and I really didn’t think I would like the kindle because I love seeing my progress with the pages, BUT honestly I love it because the screen looks like a paper and it tells me how far along I am in my books. I was recently reading an 800 page book and it was just too heavy to read and I ended up just buying it on the kindle and I ended up reading that in 2-3 weeks because it was just that easy! I LOVE THIS SO MUCH! Give it a try! Even if you love the feeling of paper like I did, I promise you won’t regret it!",17 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Only one complaint; well, two","Reviewed in the United States 🇺🇸 on March 13, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"My Kindle is slightly wider than my phone, which makes it easier to read.  The screen gray scale can also be adjusted so it's easier on my eyes.First complaint: the thing is so light and thin, it really needs a cover/case. Mine kept trying to hide in my recliner. I got a cover so I wouldn't hear a crunch sound as my recliner chewed on my Kindle.Second, and more important, complaint: I can do a custom sort in the Kindle app on my android phone. The Kindle device can only sort by title or publication date. What's up with that?When an author has been writing a series for years, there are prequels, sequels, spinoffs, prequels to spinoffs. And collections of short stories! They are not gifted with alphabetic-ordered titles, nor in a neat and tidy publication order.I want to be able to sort books on my Kindle device the same way I sort in the app.It's not a deal breaker. I love my Kindle and in no way regret getting it. But...custom sort order pleeeeze?",14 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,It's just a good e-reader,"Reviewed in the United States 🇺🇸 on March 17, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Well, it's my first e-reader and it meets all my expectations about using this product. Screen is sharp and bright enough for all-day reading, but there's no warm light, you can only swap to dark theme mode - black background, white letters. The device kinda compact, you can easily put in your pocket like smartphone. Battery is ok for me and it charges pretty fast. It's just a good e-reader that makes his job - just reading the books you'd like to.  Using browser on this device kinda weird, cause ink-like screen is not for this task, but u can read news without any issues. I really like Kindle because of I started to read more books on it than the paper one. I think this device is good for first e-reading experience.",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,10/10 Excellent device for reading and here’s why(:,"Reviewed in the United States 🇺🇸 on March 4, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I was looking to read more books this year and reading on my iPad and iPhone was doing the job but always felt the strain on my eyes after I was done and kept getting distracted by notifications and TikTok videos so I decided to give the kindle a try so I could focus more on the books I was trying to read more of, so I decided to go with this one as I figured it was the perfect size to keep in my bag without taking up much space and let me tell you I am glad I made the purchase because this device is truly perfect. I don’t strain my eyes, it’s light enough to hold for long periods of time, has many useful features that you would expect from having wifi, bluetooth (helpful for listening to audiobooks), being backlit for some night reading, to also being able help you define words that you may not know the meaning of. I am glad I got my kindle and if you are trying to read books without purchasing physical books all the time and don’t want to get distracted by tiktok and notifications on your other devices like me, then I do believe this is a really great option to consider giving a try as well.",23 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I can adjust it to font and size I want,"Reviewed in the United States 🇺🇸 on February 12, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"There are many reasons this is my 6th kindle.  I still have 4 otheres.  About every two years I update my reader. Over the years the ease of use and sizing has made preferable over the Kindle white.  While it does not have many of the features the other kindles have it is priced just right  Reasons I love this Kindle.1) size and weight2) back ground color.  I have problems with white back lights and so the light gray and black lettering is easier on my eyes than the kindle white allowing me to settle in for a long read in the evening3) durability.  I use mine a lot and the only problems I have had are d/t my dropping it.  Which I do more than I would like.4) you have access to Kindle unlimited which I use enought to make it worth the monthy fee.There is one glitch in the last two kindles, and that is sometimes the touch page turns back a page instead of forward.  Still waiting for Kindle to fix that glitch.  When I have the time I will do a complete reset to see if that fixes it.I have not used the audible feature as I am one who liked to read vs listen and so I cannot comment on that.  It has other features that I do not use.  Any other deficits are related to how the author formates their book. My friend publishes on Kindle and she has a lot of control over formatting.",24 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Favorite Kindle Yet, Highly Recommend","Reviewed in the United States 🇺🇸 on February 27, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"After having five kindle readers, I’m very happy to have upgraded from my last paper white.  It was a few years old but worked well except for one very specific upgraded feature I wanted; inverse display.  The inverse display on the new model is excellent and helps even more with low light reading in a dark room.  Even though this model doesn’t have as many LEDs for lighting as the new paper white, the display really looks great, I don’t feel like I’m missing anything.  It gets as bright or dark as I want.  The change in size of the device is nice too, smaller overall while maintaining the screen size.  And personally I prefer the traditional screen for the e ink display, the flush front display on the newest paper white might be nice for being water proof but I didn’t want another device that had the feel of reading off a tablet.  Before buying I read some reviews that were unhappy with a “cheap feel” like it would be easy to break.  I disagree, I use the same travel zip case I have been for my other kindles, and the feel of the device is fine, no concerns at all.  I’m pretty happy reading on the new kindle.",20 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,My latest Kindle,"Reviewed in the United States 🇺🇸 on March 24, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I had not bought a Kindle in many years and I was going on a cruise, so I needed reading material.  this is a good Kindle but it is very very sensitive;  the lightest touch turns it on and you really have to watch it otherwise you drain your battery.  While on the cruise the Kindle, all of a sudden froze, and I had to look on the internet on how  to unfreeze it.  Other than that and the above pesky problem of being sensitive, I am happy with the kindle the main reason being that because of my poor eyesight, I can make the font large which you cannot do on print books",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Loved Kindle 11th gen over Kindle PW 11th gen,"Reviewed in the United States 🇺🇸 on October 30, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I honestly had a hard time deciding between this Kindle basic 11th gen and the Kindle Paperwhite 11th gen (PW). I own an older PW released in 2015 which I absolutely love but I wanted to finally try the Audible so I decided to upgrade. I tested both this Kindle Basic 11th gen and the Kindle PW 11th gen for about 2 weeks, used both everyday. I'm still a little on the fence but I finally settled with Kindle (basic) 11th gen because it met my basic needs.  Here are my observations which led me to pick the basic model.The first good thing about this basic Kindle is that the screen is more matte than the new PW. I could not get past the reflections that I see on the screen of the new PW when there is a window or light behind me when I'm reading. I do not have that problem with my old PW. I also prefer the lightness and the size of the Kindle basic, although the cheap feel of the plastic build bothered me at first. It slides more easily off my hand than the PW and it scratches easily but I fixed that by putting a back cover on the Kindle basic. The build of the new PW felt a lot sturdier though.I don't mind that the Kindle basic doesn't have the warm light feature that the new PW have although I'd probably use it when reading at night IF the basic had it. The warm light only works if you have the backlight on. I don't mind that the basic is not waterproof unlike the new PW. I don't soak in the tub and I rarely get in the pool to purposely read so I'm fine with it. I also like that the Kindle basic has an actual frame around the screen unlike the flushed screen on the new PW which makes me feel like I'm reading from a tablet, imagine the glare on top of that.Both of them get the slight screen burns when I scroll up or down, not too bad so far. Both of their bluetooth function (BT) worked great for Audible, but the BT coverage on the basic actually went just a few feet farther than the PW before it started cutting out. I did notice that the battery went down faster on the basic but it's probably because I left the BT ""ON"" all the time. I did get the ""application error"" message once on each reader at some point but it didn't seem to affect anything. Neither of them became glitchy although I'm not sure why I got the error message.They both worked good in dark mode. The glitch that other people mentioned when turning the page happened on both new PW and the basic. The dark mode lights up briefly (but quickly) before displaying the next page. This can be fixed by turning off the Page Refresh from the Reading Options menu.There are other features on new PW that I don't mind NOT having only because I could not get past the glare, size, heaviness, and the flushed frame of the PW. The Kindle basic met my basic needs without the cons, ""my cons"", of the PW :)  In my opinion, the Kindle basic is easier to carry because it's super lightweight, fits in my purse or pocket in my jacket easily, and I was able to adjust to the smaller screen size in no time. Overall, I think it would just really be a matter of preference between the two.Edited: I added 2 more pics to show the back cover with popsocket on my Kindle basic! :)",374 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Love the 6"" (2022 Kindle) - so many books to dowload!!","Reviewed in the United States 🇺🇸 on March 18, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,"I adore how lightweight the new 6"" Kindle 2022 device is so far. I can hold it for hours and it feels perfect in my hands. My cell phone is actually heavier than the Kindle itself, which makes it easier to read for even longer on this new device. I struggled trying to decide between this release and the paperwhite 2022, but with the amount of space that comes on the 6"" coupled with the price, you can't beat it! Sooo many downloads and the better hasn't even come close to dying yet, hasn't even gotten under 50% yet, it's great!",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Gran inversión para la vida,"Reviewed in the United States 🇺🇸 on March 23, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Estoy más que satisfecha con la compra de mi  Kindle. La facilidad de lectura en su pantalla, la batería durable y su cómodo tamaño la hacen perfecta. Y ahora todos, pero todos mis libros van conmigo (en digital obvio), puedo viajar donde sea con la libertad y ligereza que ofrece el aparato sin el temor que mi libro físico se dañe por la manipulación. Mis textos de la universidad al alcance de mi kindle sin la estrechez de la pantalla de mi móvil. En pocas palabras: estoy encantada. I love it.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Great product, should have purchased sooner.","Reviewed in the United States 🇺🇸 on March 20, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"This is an excellent Ereader that does something many other modern electronics don't: keep it simple. This Ereader is no-frills functionality and that's all I wanted it to do. Easy to read/customize text, touch screen works great, the backlight is nice, and the battery lasts a long time (as expected). Highly recommend.A note on the ad version. I was a little unsure about it, but as others have said only the lock screen shows some promoted/recommended titles and it is not obtrusive at all. I don't regret saving a few bucks.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Good product,","Reviewed in the United States 🇺🇸 on April 1, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"This is 2nd paper write, wore the 1st one out and many years of use.  I think the newest one is lighter than my original one, so easy to read and doesn't weight my purse down when I take it somewhere with me.  I could read on my Kindle, but find this lightweight one easier to hold for hours with my old hands.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Very good kindle for petite hands,"Reviewed in the United States 🇺🇸 on March 18, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"This is great for petite hands.  It is very light and small.  The set up is quick and easy.  Its battery does indeed last as advertised.  The first evening it went black and I couldn’t get the image to reappear no matter what I tried.  However the next day the ad screen appeared on its own it worked and now it continues to work as it should.  It’s a simple, straightforward kindle.  So, I bought another one for my mom.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Best device for reading out on the market,"Reviewed in the United States 🇺🇸 on March 31, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I have an iPad, phone etc, but this is my device of choice when reading books.  Love how easy it is to read outside.  No issues with glare, and battery on this last much better then other devices I have.  I would recommend this over anything else on the market.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Just what I needed.,"Reviewed in the United States 🇺🇸 on March 24, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I purchased this to take to work.  I work in a position where there is not a lot to do when it's not busy.  It is small and light weight, so it doesn't add bulk to my work bag.  It's easy to read, you can adjust the font size and the brightness.  I read on 2 other Amazon devices.  My progress transfers automatically from device to device.",One person found this helpful
