product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Great card!,"Reviewed in the United States on April 12, 2023",Capacity: 128GB | Style: Memory Card Only,True,It’s a great card just make sure you buy it directly from Amazon (not a 3rd party) since I first got one from a 3rd party first and it doesn’t look genuine (Right side) color and packaging are off,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,This one worked in my Samsung A32 5G phone,"Reviewed in the United States on March 30, 2023",Capacity: 64GB | Style: Memory Card Only,True,"I popped this into my Samsung android, followed the Youtube video on how to format the card and then  move all my big video files to the memory card.  It was pretty easy once I found the ""special tool"" you need now to pop open the memory card/sim card slot.  This card seems to be working fine in my phone.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Enough storage for my phone.,"Reviewed in the United States on March 5, 2023",Capacity: 1TB | Style: Memory Card Only,True,"My Samsung phone can handle a 1TB micro SD card. I figured to get one so it would take a long time to run out of storage. In the long run it would save money. I wouldn't have to keep buying sd cards to gradually increase storage when I get low on storage space. The only problem is that my phone reads it only 0.93TB even after formatting the card. Which is fine because there needs space for the sd card. With almost 2,000 songs (15.25GB), 659mb of images, 1.56GB of videos I only used only 1% of the 1TB sd card of storage space. If your phone can handle a 1TB sd card then this is the card to get.",4 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Great sd card for hr music.,"Reviewed in the United States on April 16, 2023",Capacity: 512GB | Style: Memory Card Only,True,"The card operates flawless. I use them on both my dap walkmans. I listen to hr music flacs which are large. No playback issues, sound quality  is amazing.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Loved it,"Reviewed in the United States on April 8, 2023",Capacity: 1TB | Style: Memory Card Only,True,I used this for my tablet. I am so happy now I can put so many of my fav fav TV shows and movies on it! Definitely recommend! Will purchase again it needed!,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Perfect for the steam deck!,"Reviewed in the United States on April 5, 2023",Capacity: 1TB | Style: Memory Card Only,True,"I love this sd card, it fits perfectly in the steam deck and it’s very fast. Of course an nvme drive would be faster but this thing rocks! I haven’t had a problem with it, load times are very reasonable if not completely unnoticeable in most games.",5 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,"High speed for video recording, delivered to your door for less than you'll pay at Best Buy","Reviewed in the United States on April 15, 2023",Capacity: 256GB | Style: Memory Card Only,True,"High speed for video recording, delivered to your door for less than you'll pay at Best Buy",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.0,Good price .... but no Adapter.,"Reviewed in the United States on April 6, 2023",Capacity: 256GB | Style: Memory Card Only,True,"Card is fine ... but there was no adapter. And they can't send 'parts', only replace or refund.So no big deal, I had already made another order for adapters in bulk. Amazon has alwaystreated me well, so I'll just let it go. No big deal, just don't count on the adapter.Perhaps the description was incorrect. I'll send them some feedback.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,For nintendo 3ds,"Reviewed in the United States on April 16, 2023",Capacity: 128GB | Style: Memory Card Only,True,"Got it for my nintendo 3ds, works like a charm and for a great price!",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great with Steam Deck,"Reviewed in the United States on March 30, 2023",Capacity: 1TB | Style: Memory Card Only,True,"If you’re looking for an SD card for your Steam Deck, this is the obvious choice. Read and write speeds are about the same as the SSD the device ships with (currently rocking the 64 GB model). I’m playing RE4 Remake on it and load times are similar to my laptop (Lenovo Legion)",7 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Great WORM card,"Reviewed in the United States 🇺🇸 on March 24, 2023",Capacity: 1TB | Style: Memory Card Only,True,"Capacity is real and passed f3probe, about 930 GiB usable IIRC - not a fake. The actual chip on the SD card is noticeably thick and stands out from the plastic.Wrote about 600 GiB to it right off the bat, it got quite hot to the touch but completed the transfer with no problems. Since then it’s worked great.",4 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works as expected,"Reviewed in the United States 🇺🇸 on April 7, 2023",Capacity: 64GB | Style: Memory Card Only,True,"Adapter not needed, however, the card seems to be working as expected. Don't know capacity yet.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Great Product!,"Reviewed in the United States 🇺🇸 on April 8, 2023",Capacity: 256GB | Style: Memory Card Only,True,"Great Product.  Works well.  Install quickly, without any complications.  Data installs quickly",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great for my Nintendo switch,"Reviewed in the United States 🇺🇸 on April 11, 2023",Capacity: 128GB | Style: Memory Card Only,True,Stores and saves my Switch games with no issue.,One person found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Wish the disk was 2 TBs,"Reviewed in the United States 🇺🇸 on April 12, 2023",Capacity: 1TB | Style: Memory Card Only,True,Great storage device. Wish it were double the capacity.,One person found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Compra segura,"Reviewed in the United States 🇺🇸 on April 13, 2023",Capacity: 256GB | Style: Memory Card Only,True,todo como esperaba y funciona como se supone,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Tiene una rápida velocidad y son re confiables 🔥,"Reviewed in the United States 🇺🇸 on April 5, 2023",Capacity: 128GB | Style: Memory Card Only,True,Compré 2 unidades para mi tablet y para mi cámara de acción y funcionan de maravilla.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.0,Don't Expect the Rated Speed,"Reviewed in the United States 🇺🇸 on April 11, 2023",Capacity: 128GB | Style: Memory Card Only,True,Price was great but don't expect even half the rated read speed with these devices in actual use or with a card reader on your PC or laptop.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Not Quite Perfect,"Reviewed in the United States 🇺🇸 on March 11, 2023",Capacity: 1TB | Style: Memory Card Only,True,"I bought this for use with a Kindle Fire. it works great. The only issue is that sometimes after reboot the Kindle takes a bit too long to recognize it, and I temporarily see a warning about it that asks if I want to forget the card. it goes away after a moment, but it's annoying. Yes, this size of SD card is supported by the model of Kindle I use it with.",2 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Good value,"Reviewed in the United States 🇺🇸 on March 21, 2023",Capacity: 128GB | Style: Memory Card Only,True,"When I ordered this microns d card, I was a little worried that it would not include the adapter to allow you to use it as a standard size sd card in your computer. It did include it and the price was great so I am very happy with my purchase",One person found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Excellent Value and Works as Described and Expected.,"Reviewed in the United States on April 17, 2023",Capacity: 128GB | Style: Memory Card Only,True,Excellent Value and Works as Described and Expected.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works for Nintendo Switch,"Reviewed in the United States on April 12, 2023",Capacity: 128GB | Style: Memory Card Only,True,I ordered the product for my Nintendo Switch and it worked perfectly!,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,1TB storage for Steam Deck,"Reviewed in the United States on March 24, 2023",Capacity: 1TB | Style: Memory Card Only,True,"Bought this to add to the storage on my Steam Deck.  I made sure to buy the one marked as ""Sold by Amazon"" and ""Shipped by Amazon"".  When I received it, I used Linux F3 utilities to confirm the capacity and it passed.  Works great with the Steam Deck!I recommend the one Sold and Shipped by Amazon!",9 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,You get what you pay for.,"Reviewed in the United States on April 4, 2023",Capacity: 256GB | Style: Memory Card Only,True,"This is by no means expensive but compared to the really cheap cards, this Sandisk is well worth the few $ extra.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great,"Reviewed in the United States on April 14, 2023",Capacity: 128GB | Style: Memory Card Only,True,Needs the right one for the drone and this is it,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,"Good, solid memory card for DJI Action 2 and Sony ZV-e10","Reviewed in the United States on March 26, 2023",Capacity: 256GB | Style: Memory Card Only,True,"I have three of these cards and use them in my Sony ZV-e10 and DJI Action 2 cameras. No issues at all. Good, solid memory card with ample speed to keep up with video demands.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.0,like it very much,"Reviewed in the United States on April 13, 2023",Capacity: 128GB | Style: Memory Card Only,True,helps to store and share photos from camera & phone to computer.. transfer speed is great..make sure to format before use.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works as expected,"Reviewed in the United States on April 13, 2023",Capacity: 256GB | Style: Memory Card Only,True,Works as expected,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works well.,"Reviewed in the United States on April 15, 2023",Capacity: 256GB | Style: Memory Card Only,True,Does great!,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,x,"Reviewed in the United States on April 11, 2023",Capacity: 128GB | Style: Memory Card Only,True,x,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,It's working great in my Garmin Dash Cam.,"Reviewed in the United States on April 17, 2023",Capacity: 128GB | Style: Memory Card Only,True,So far so good!,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works,"Reviewed in the United States on April 13, 2023",Capacity: 128GB | Style: Memory Card Only,True,Compatible,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,1TB SD  card,"Reviewed in the United States on February 23, 2023",Capacity: 1TB | Style: Memory Card Only,True,"It arrived and installed in my tablet for increased storage. The tablet recognized the card and size. Just as a precaution, the physical size of the card makes installing a bit challenging since it fits in a little tray like a sim chip in a phone. Large fingers makes it difficult an the sd card must align up to the slot otherwise the card will catch on the frame of the tablet and the SD card could be damaged. It took several tries to get it positoned for installing.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,damn fast delivery!,"Reviewed in the United States on March 2, 2023",Capacity: 1TB | Style: Memory Card Only,True,Plugged it into a microSD to USB mini stick and tried to copy over 160 gig.  Received error after every 2-3 gig copied.Was getting pissed off!Took the 1t san disk out and placed it into a FULL size microSD to USB stick.Copied over the same 160G data.WORKED flawlesslySo far so good!Well update later when the 1T is fully copied onto,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Good Product!!!,"Reviewed in the United States on April 9, 2023",Capacity: 64GB | Style: Memory Card Only,True,perprct for my needs..... will need others,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,"Two train trips and 25,000 photos later...","Reviewed in the United States on March 14, 2023",Capacity: 256GB | Style: Memory Card Only,True,I got this to use with my new Sony a7ii on a train trip shooting photos from Amtrak observation cars as I circle the country.  Ten thousand miles and 25 k photos in two months and it is working just fine!  Very pleased. Feel confident with it.,3 people found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great in my nintendo switch!,"Reviewed in the United States on March 24, 2023",Capacity: 256GB | Style: Memory Card Only,True,"Haven't had any problems with it. Rewrote it several times. Doesn't get max speeds, but that's fine, probably  max for my laptop and switch.",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Video Storage,"Reviewed in the United States on April 10, 2023",Capacity: 128GB | Style: Memory Card Only,True,Works very well. Good price,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Steam Deck microSD,"Reviewed in the United States on March 31, 2023",Capacity: 512GB | Style: Memory Card Only,True,"I use this with my steam deck for more storage, has been a great size for me. Sandisk is always good",One person found this helpful
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,promt delevery,"Reviewed in the United States on April 9, 2023",Capacity: 512GB | Style: Memory Card Only,True,I like the cd card,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,1TB Micro Wonder!,"Reviewed in the United States on March 19, 2023",Capacity: 1TB | Style: Memory Card Only,True,"I have purchased 2 of these to drop into my 2 DAPs. FIIO and Sony, primarily for hi-res files. So far the performance has been very impressive!",
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Suppose to be 1TB was 30GB,"Reviewed in the United States on March 13, 2023",Capacity: 1TB | Style: Memory Card Only,True,I bought this one for the second time the first one was a correct 1TB. I went to format the second one I purchased at it said storage was 30GB. Will return hopefully the next one will be the right size.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works like a charm!,"Reviewed in the United States on March 14, 2023",Capacity: 256GB | Style: Memory Card Only,True,This is the first time I've bought a SanDisk Extreme micro SD.  I have a couple of SanDisk Ultra SDs.  The Extreme outperforms them all in read and write speeds.  Highly recommended.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.0,The best mini SD card,"Reviewed in the United States on April 15, 2023",Capacity: 256GB | Style: Memory Card Only,True,I never use anything but SanDisk,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great,"Reviewed in the United States on April 8, 2023",Capacity: 1TB | Style: Memory Card Only,True,Good price works great,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Works great with steam deck.,"Reviewed in the United States on March 29, 2023",Capacity: 1TB | Style: Memory Card Only,True,Works great with the steam deck!! Will be buying another soon for more game storage!,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",5.0,Nice,"Reviewed in the United States on April 10, 2023",Capacity: 128GB | Style: Memory Card Only,True,Quick delivery. Works fine.,
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 190MB/s, C10, U3, V30, 4K, 5K, A2, Micro SD Card - SDSQXAV-256G-GN6MA",4.0,Slower than I expected,"Reviewed in the United States on February 17, 2023",Capacity: 256GB | Style: Memory Card Only,True,"I have at least 5 micro sd card from SanDisk and none of them ever had a write below 70 MByte/s using H2testw but this 256 GB advertised to have higher specs is actually slower on Writing speed of 50 MByte/s. I would've given it a higher rating if not for this low writing speed. The reading was within the range. If you buy this micro sd card and the writing and reading aren't above 75 MByte/s, then try a different adapter, ports and computer and if you still have lower than 75 MByte/s, then your card might be fake or is a defect.",2 people found this helpful
