product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo Switch Lite - Turquoise,5.0,great product,"Reviewed in the United States on April 14, 2021",Color: Coral | Style: Lite Console,True,I love it.,
Nintendo Switch Lite - Turquoise,5.0,So far so good,"Reviewed in the United States on June 13, 2020",Color: Coral | Style: Lite Console,True,Packaging was a little sketchy when it comes to product safety but other than that everything works as expected.,
Nintendo Switch Lite - Turquoise,5.0,Good,"Reviewed in the United States on June 23, 2021",Color: Turquoise | Style: Lite Console,True,Good,
Nintendo Switch Lite - Turquoise,5.0,Love love love it,"Reviewed in the United States on August 4, 2020",Color: Coral | Style: Lite Console,True,I got this just to play animal crossing and I am not disappointed! Cute color too!,
Nintendo Switch Lite - Turquoise,5.0,"It's the quarantine, eff it","Reviewed in the United States on April 22, 2020",Color: Turquoise | Style: Lite Console,True,"Love the device as it makes this quarantine a lot easier. I am playing animal crossing, cause of course, and loving it.",
Nintendo Switch Lite - Turquoise,5.0,Great product,"Reviewed in the United States on May 19, 2021",Color: Coral | Style: Lite Console,True,It’s great,
Nintendo Switch Lite - Turquoise,5.0,Exactly what I expected,"Reviewed in the United States on January 24, 2021",Color: Coral | Style: Lite Console,True,Just what my daughter asked for!,
Nintendo Switch Lite - Turquoise,5.0,Item as described,"Reviewed in the United States on December 25, 2020",Color: Turquoise | Style: Lite Console,True,Great color. Great handheld console. Son loved it.,
Nintendo Switch Lite - Turquoise,5.0,excelentw,"Reviewed in the United States on June 22, 2021",Color: Blue | Style: Lite Console,True,excelente,
Nintendo Switch Lite - Turquoise,5.0,Kids,"Reviewed in the United States on April 18, 2021",Color: Turquoise | Style: Lite Console,True,Granddaughter loved it,
Nintendo Switch Lite - Turquoise,5.0,Great for travel and if you love handheld,"Reviewed in the United States on February 24, 2020",Color: Turquoise | Style: Lite Console,True,I love it I play it so much gives me nostalgia from when I use to have the old fashion game boys such a great device,
Nintendo Switch Lite - Turquoise,5.0,Nintendo switch lite,"Reviewed in the United States on April 5, 2020",Color: Turquoise | Style: Lite Console,True,My Nintendo switch Lite came so fast and runs perfectly. I was hesitant to buy from 3rd party but I’m glad I did.,One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,A+,"Reviewed in the United States on April 5, 2020",Color: Coral | Style: Lite Console,True,"I love this color, I’m glad I waited for this to come out although I really wanted to start playing ACNH already!",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Great gift,"Reviewed in the United States on January 20, 2021",Color: Coral | Style: Lite Console,True,Great Christmas present for my daughter,
Nintendo Switch Lite - Turquoise,5.0,Great experience,"Reviewed in the United States on November 24, 2020",Color: Coral | Style: Lite Console,True,Love this color. Fast shipping. Not damaged at all.,
Nintendo Switch Lite - Turquoise,3.0,stopped working after 3 months,"Reviewed in the United States on May 20, 2020",Color: Turquoise | Style: Lite Console,True,"Bought this is as a Christmas gift for our 7 year old.  Worked great for 3 months and then stopped charging.  Spoke with Nintendo support and was unable to get it to charge.  Waiting to see if and when the service centers open, for them to try and fix it.  Very frustrating!",
Nintendo Switch Lite - Turquoise,5.0,Out of this world fantastic!,"Reviewed in the United States on April 19, 2020",Color: Coral | Style: Lite Console,True,"LIKE SIZE, CONTROLLERS AND EVERYTHING ELSE ABOUT IT.  (This review was dictated by the 10 & 12 year old recipients.)",
Nintendo Switch Lite - Turquoise,5.0,pleased,"Reviewed in the United States 🇺🇸 on April 19, 2021",Color: Coral | Style: Lite Console,True,very well pleased,
Nintendo Switch Lite - Turquoise,5.0,Awesome Nintendo handheld,"Reviewed in the United States 🇺🇸 on December 13, 2019",Color: Turquoise | Style: Lite Console,True,I was thinking about getting the regular one but knowing that I’m always moving I don’t have a ya with me all the time. It’s a great switch experience.,
Nintendo Switch Lite - Turquoise,5.0,"Great service, great product.","Reviewed in the United States 🇺🇸 on December 30, 2020",Color: Coral | Style: Lite Console,True,"Received very fast! Great service, great product.",
Nintendo Switch Lite - Turquoise,5.0,Nice gift.,"Reviewed in the United States 🇺🇸 on October 15, 2020",Color: Coral | Style: Lite Console,True,My twenty year old daughter is happy.  That’s all that matters.,
Nintendo Switch Lite - Turquoise,5.0,Happy Mom,"Reviewed in the United States 🇺🇸 on March 18, 2021",Color: Coral | Style: Lite Console,True,My daughter loves it,
Nintendo Switch Lite - Turquoise,5.0,5 year old son ecstatic,"Reviewed in the United States 🇺🇸 on March 18, 2021",Color: Turquoise | Style: Lite Console,True,Everything was as advertised,
Nintendo Switch Lite - Turquoise,5.0,I love it,"Reviewed in the United States 🇺🇸 on April 15, 2021",Color: Turquoise | Style: Lite Console,True,best purchase ever,
Nintendo Switch Lite - Turquoise,5.0,Love it!,"Reviewed in the United States 🇺🇸 on May 11, 2021",Color: Turquoise | Style: Lite Console,True,Love it!,
Nintendo Switch Lite - Turquoise,5.0,Nintendo,"Reviewed in the United States 🇺🇸 on September 10, 2020",Color: Turquoise | Style: Lite Console,True,Excelente dispositivo de juego y fue un regalo de cumpleaños para mi nieta,
Nintendo Switch Lite - Turquoise,5.0,Hit,"Reviewed in the United States 🇺🇸 on December 28, 2020",Color: Coral | Style: Lite Console,True,"Just what she wanted, with features",
Nintendo Switch Lite - Turquoise,5.0,Game boy,"Reviewed in the United States 🇺🇸 on May 13, 2021",Color: Coral | Style: Lite Console,True,Works great,
Nintendo Switch Lite - Turquoise,5.0,Love! And cutest color!,"Reviewed in the United States 🇺🇸 on December 11, 2019",Color: Turquoise | Style: Lite Console,True,Perfect size!! Love this paired with my handle grip. Perfect for throwing in my purse and traveling!  Great if you already have a switch you can dock,
Nintendo Switch Lite - Turquoise,5.0,Great gift,"Reviewed in the United States 🇺🇸 on November 6, 2020",Color: Turquoise | Style: Lite Console,True,Gave it as a gift and he loves it.,
Nintendo Switch Lite - Turquoise,5.0,Perfect!,"Reviewed in the United States 🇺🇸 on March 6, 2021",Color: Coral | Style: Lite Console,True,Perfect! Daughter loves it,
Nintendo Switch Lite - Turquoise,5.0,The real deal,"Reviewed in the United States 🇺🇸 on June 5, 2021",Color: Turquoise | Style: Lite Console,True,Excellent,
Nintendo Switch Lite - Turquoise,3.0,They no longer charge,"Reviewed in the United States 🇺🇸 on October 24, 2021",Color: Blue | Style: Lite Console,True,I bought two of these devices for my children they no longer charge plain and simple seems to be a bad investment,
Nintendo Switch Lite - Turquoise,5.0,The color is beautiful.,"Reviewed in the United States 🇺🇸 on March 4, 2021",Color: Turquoise | Style: Lite Console,True,Product was a gift.,
Nintendo Switch Lite - Turquoise,5.0,Perfect for all ages and gaming styles.,"Reviewed in the United States 🇺🇸 on June 29, 2020",Color: Turquoise | Style: Lite Console,True,My teenage daughter loves this switch. Has a longer battery life and easier to travel with.,
Nintendo Switch Lite - Turquoise,5.0,Awesome,"Reviewed in the United States 🇺🇸 on November 3, 2020",Color: Coral | Style: Lite Console,True,"Purchased for my goddaughter, she absolutely loves it",
Nintendo Switch Lite - Turquoise,5.0,Seller was great,"Reviewed in the United States 🇺🇸 on April 23, 2020",Color: Turquoise | Style: Lite Console,True,"I love my Switch, seller provided a great product and in a timely manner! Thank you to everyone over there!",
Nintendo Switch Lite - Turquoise,5.0,Cant go wrong,"Reviewed in the United States 🇺🇸 on September 27, 2020",Color: Coral | Style: Lite Console,True,"Great product, was purchased for my wife and she loves it",
Nintendo Switch Lite - Turquoise,5.0,Love it,"Reviewed in the United States 🇺🇸 on February 29, 2020",Color: Turquoise | Style: Lite Console,True,"Works prefect and looks great!  Bought it for my son for Christmas, he doesn’t use it at all so it’s mine now!",
Nintendo Switch Lite - Turquoise,5.0,Good video game,"Reviewed in the United States 🇺🇸 on February 22, 2021",Color: Coral | Style: Lite Console,True,My daughter loves this,
Nintendo Switch Lite - Turquoise,5.0,It works and we have not had any issues,"Reviewed in the United States 🇺🇸 on July 15, 2020",Color: Turquoise | Style: Lite Console,True,This was a great purchase and my daughter really enjoys playing it with her friends.,
Nintendo Switch Lite - Turquoise,5.0,I absolutely love it!!!,"Reviewed in the United States 🇺🇸 on January 3, 2020",Color: Turquoise | Style: Lite Console,True,I absolutely love it. If you like the switch but don’t want to deal with all the removable controllers and stuff this is the one for you!!,
Nintendo Switch Lite - Turquoise,5.0,Super,"Reviewed in the United States 🇺🇸 on February 19, 2021",Color: Coral | Style: Lite Console,True,Perfect I love it,
Nintendo Switch Lite - Turquoise,3.0,Super fragile exterior,"Reviewed in the United States 🇺🇸 on January 22, 2021",Color: Turquoise | Style: Lite Console,True,ery cool device but be aware that the exterior is very fragile. (probably because it is so lightweight)My console was dropped less than a foot from the ground and it was damaged. Get a case and screen protector for sure!!!,
Nintendo Switch Lite - Turquoise,5.0,My 11 yr old loves it.,"Reviewed in the United States 🇺🇸 on March 24, 2021",Color: Coral | Style: Lite Console,True,Great game system!,
Nintendo Switch Lite - Turquoise,5.0,See,"Reviewed in the United States 🇺🇸 on April 22, 2021",Color: Coral | Style: Lite Console,True,Great price,
Nintendo Switch Lite - Turquoise,5.0,Great,"Reviewed in the United States 🇺🇸 on March 10, 2021",Color: Turquoise | Style: Lite Console,True,Love this item,
Nintendo Switch Lite - Turquoise,5.0,Love,"Reviewed in the United States 🇺🇸 on April 9, 2021",Color: Turquoise | Style: Lite Console,True,Works great,
Nintendo Switch Lite - Turquoise,5.0,Good,"Reviewed in the United States 🇺🇸 on May 14, 2021",Color: Coral | Style: Lite Console,True,Good,
Nintendo Switch Lite - Turquoise,5.0,Great buy,"Reviewed in the United States 🇺🇸 on October 5, 2020",Color: Turquoise | Style: Lite Console,True,Still going strong after owning for a year would recommend.,
Nintendo Switch Lite - Turquoise,5.0,Great system,"Reviewed in the United States 🇺🇸 on August 6, 2020",Color: Turquoise | Style: Lite Console,True,"Great system, all my Switch games play fine. Better than the yellow version",
Nintendo Switch Lite - Turquoise,5.0,Love it,"Reviewed in the United States 🇺🇸 on April 21, 2021",Color: Coral | Style: Lite Console,True,It’s great,
Nintendo Switch Lite - Turquoise,5.0,Great,"Reviewed in the United States 🇺🇸 on March 19, 2021",Color: Turquoise | Style: Lite Console,True,Perfect portable console,
Nintendo Switch Lite - Turquoise,2.0,Selling renewed items without disclosing,"Reviewed in the United States 🇺🇸 on September 28, 2020",Color: Turquoise | Style: Lite Console,True,"This was gift for our granddaughter.  She was super excited, but Very disappointed in the end.  The Game Center stopped working within a few months of purchase, when I called Nintendo for repair, they tell me the units 1 year has expired, I purchased Dec 2019.  Nintendo made it right, the 2-stars are for Amazon it appears you sold a renewed game without making that clear in the add.  I’ve got 3 kids, this isn’t my 1st rodeo!In the end everything is going to workout, but it shouldn’t be this difficult.",
Nintendo Switch Lite - Turquoise,5.0,Excellent device,"Reviewed in the United States 🇺🇸 on February 8, 2021",Color: Coral | Style: Lite Console,True,Great item to own.,
Nintendo Switch Lite - Turquoise,5.0,I don't have any else to say,"Reviewed in the United States 🇺🇸 on January 11, 2021",Color: Coral | Style: Lite Console,True,Perfect I love this one.,
Nintendo Switch Lite - Turquoise,5.0,Good console,"Reviewed in the United States 🇺🇸 on January 15, 2020",Color: Turquoise | Style: Lite Console,True,"It's a real nice console, but don't expect to be able to do everything like in the switch. You still can play all the games.",
Nintendo Switch Lite - Turquoise,5.0,Great,"Reviewed in the United States 🇺🇸 on October 16, 2020",Color: Turquoise | Style: Lite Console,True,"just what i was looking for, for my niece",
Nintendo Switch Lite - Turquoise,3.0,Not worth the tradeoffs,"Reviewed in the United States 🇺🇸 on August 19, 2021",Color: Turquoise | Style: Lite Console,True,"Get a normal switch instead. The switch lite sucks. Can’t be docked, can’t play on big screen, poor battery life, and if you get controller drift… too bad.",
Nintendo Switch Lite - Turquoise,5.0,Its awesome,"Reviewed in the United States 🇺🇸 on January 13, 2021",Color: Coral | Style: Lite Console,True,Awesome excatly what I ordered,
Nintendo Switch Lite - Turquoise,5.0,Awesome,"Reviewed in the United States 🇺🇸 on December 15, 2019",Color: Turquoise | Style: Lite Console,True,My son asked for only this for Xmas. He is going to be so excited that he will have it. Even in the color he wanted.,
Nintendo Switch Lite - Turquoise,5.0,So Much Fun,"Reviewed in the United States 🇺🇸 on January 24, 2020",Color: Turquoise | Style: Lite Console,True,My granddaughter loves playing the games and so does her dad.  Yes with the case on it's durable!  Have Fun Guys!!,
Nintendo Switch Lite - Turquoise,5.0,Perfect color,"Reviewed in the United States 🇺🇸 on June 17, 2020",Color: Coral | Style: Lite Console,True,Well package. The color is perfect. Super fast shipping. Completely in love with the Nintendo.,
Nintendo Switch Lite - Turquoise,5.0,Love it,"Reviewed in the United States 🇺🇸 on December 27, 2019",Color: Turquoise | Style: Lite Console,True,Son loves it and the fact that the hand parts don’t come off is amazing with the switch we had to keep replacing those controllers,
Nintendo Switch Lite - Turquoise,5.0,Husband loved it,"Reviewed in the United States 🇺🇸 on December 23, 2019",Color: Turquoise | Style: Lite Console,True,"I got this for my husband's Christmas gift, he loves it. Even more portable than the original. I wasn't expecting it to be so lightweight.",
Nintendo Switch Lite - Turquoise,5.0,Great System,"Reviewed in the United States 🇺🇸 on December 28, 2019",Color: Turquoise | Style: Lite Console,True,Came on time and the system is amazing epically if you dont care about tv mode then its worth the price as well definitely reccomend,
Nintendo Switch Lite - Turquoise,5.0,Excellent portable system,"Reviewed in the United States 🇺🇸 on December 27, 2019",Color: Turquoise | Style: Lite Console,True,This makes an excellent upgrade from a 2ds durable and sturdy. The graphics are excellent though the screen is a little small for some games.,
Nintendo Switch Lite - Turquoise,5.0,Value and fun,"Reviewed in the United States 🇺🇸 on September 14, 2020",Color: Turquoise | Style: Lite Console,True,All the rage this year. I love my switch lite.,
Nintendo Switch Lite - Turquoise,5.0,received fast service.,"Reviewed in the United States 🇺🇸 on August 25, 2020",Color: Turquoise | Style: Lite Console,True,"bought for my granddaughter,located it on amazon, made her Birthday complete.",
Nintendo Switch Lite - Turquoise,5.0,My newest addition,"Reviewed in the United States 🇺🇸 on January 24, 2021",Color: Turquoise | Style: Lite Console,True,Perfect and fast shipping,
Nintendo Switch Lite - Turquoise,5.0,Perfect gift,"Reviewed in the United States 🇺🇸 on May 8, 2020",Color: Coral | Style: Lite Console,True,This was a gift for my sister. She loves it. The color is very nice and vibrant,
Nintendo Switch Lite - Turquoise,5.0,Fantastic customer service,"Reviewed in the United States 🇺🇸 on April 24, 2020",Color: Turquoise | Style: Lite Console,True,Had a little mishap but the costumer service was great! Highly recommend! Product came in in perfect condition!,
Nintendo Switch Lite - Turquoise,4.0,Adds protection,"Reviewed in the United States 🇺🇸 on January 24, 2021",Color: Coral | Style: Lite Console,True,Keeps game safe,
Nintendo Switch Lite - Turquoise,5.0,Love!,"Reviewed in the United States 🇺🇸 on April 25, 2020",Color: Turquoise | Style: Lite Console,True,Love this switch! So fun and portable. The color is beautiful and it feels great in your hands.,
Nintendo Switch Lite - Turquoise,5.0,Es Perfecto,"Reviewed in the United States 🇺🇸 on May 27, 2020",Color: Turquoise | Style: Lite Console,True,Llego rapido y en perfectas condiciones y es super bonito estoy muy satisfecha con mi compra.,
Nintendo Switch Lite - Turquoise,5.0,Loved it,"Reviewed in the United States 🇺🇸 on January 18, 2021",Color: Turquoise | Style: Lite Console,True,Great product and games,One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,My daughter loved it.,"Reviewed in the United States 🇺🇸 on May 5, 2020",Color: Turquoise | Style: Lite Console,True,It was easy to move her save data from the shared switch to her own switch lite.,
Nintendo Switch Lite - Turquoise,5.0,Lite as advertised,"Reviewed in the United States on March 5, 2020",Color: Turquoise | Style: Lite Console,True,Worked great so far.  Only draw back is that it can't dock but that's why it's the lite version.,
Nintendo Switch Lite - Turquoise,1.0,Received a non working switch,"Reviewed in the United States on February 8, 2023",Color: Coral | Style: Lite Console,True, After opening we used the Dpad to do the setup. After installing a game. We noticed that the left joystick does not function properly. Only able to move it left to right. Cannot move up and down. Called Amazon customer service and was hung up on after they stated no more were in stock. Needing help to replace this nonfunctional Nintendo switch.,
Nintendo Switch Lite - Turquoise,5.0,perfect,"Reviewed in the United States on April 28, 2020",Color: Coral | Style: Lite Console,True,i got it for my gf and she loves it. she loves playing animal crossing on it,
Nintendo Switch Lite - Turquoise,5.0,we love it,"Reviewed in the United States on June 27, 2020",Color: Turquoise | Style: Lite Console,True,thank you!! its for my sons 8th birthday trrw and hes gonna love it,
Nintendo Switch Lite - Turquoise,5.0,Great gift item,"Reviewed in the United States on August 31, 2020",Color: Turquoise | Style: Lite Console,True,My daughter loves it and was happy to have it,
Nintendo Switch Lite - Turquoise,5.0,Nintendo Switch,"Reviewed in the United States on January 10, 2021",Color: Turquoise | Style: Lite Console,True,Picture Quality is amazing!,
Nintendo Switch Lite - Turquoise,5.0,Love,"Reviewed in the United States on February 22, 2021",Color: Coral | Style: Lite Console,True,"Love it, periodt",
Nintendo Switch Lite - Turquoise,5.0,Amazing,"Reviewed in the United States on March 15, 2021",Color: Coral | Style: Lite Console,True,Love it,
Nintendo Switch Lite - Turquoise,4.0,Holidays,"Reviewed in the United States on December 22, 2020",Color: Turquoise | Style: Lite Console,True,It's a Christmas present.,
Nintendo Switch Lite - Turquoise,5.0,Great buy,"Reviewed in the United States on March 11, 2021",Color: Turquoise | Style: Lite Console,True,Love it,
Nintendo Switch Lite - Turquoise,5.0,Recommend for the gamer on the go.,"Reviewed in the United States 🇺🇸 on March 12, 2021",Color: Coral | Style: Lite Console,True,Love it,
Nintendo Switch Lite - Turquoise,5.0,my child loves this system,"Reviewed in the United States 🇺🇸 on September 28, 2020",Color: Coral | Style: Lite Console,True,works like a charm. my kid loves it!,
Nintendo Switch Lite - Turquoise,5.0,Excellent purchase,"Reviewed in the United States 🇺🇸 on December 24, 2019",Color: Turquoise | Style: Lite Console,True,"After my sister got her Nintendo switch, I wanted to get my own. Than I found out about the lite and got that instead.",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Nintendo Switch turquoise,"Reviewed in the United States 🇺🇸 on December 22, 2019",Color: Turquoise | Style: Lite Console,True,"It’s got my grandson, but I had to try it out. Great value, just like you would buy in a department store. Great color!",
Nintendo Switch Lite - Turquoise,5.0,Amazing!,"Reviewed in the United States 🇺🇸 on February 17, 2021",Color: Turquoise | Style: Lite Console,True,Great gaming system.,
Nintendo Switch Lite - Turquoise,5.0,Awesome Sauce!,"Reviewed in the United States 🇺🇸 on March 3, 2021",Color: Turquoise | Style: Lite Console,True,Thank you!,
Nintendo Switch Lite - Turquoise,5.0,👍🏽,"Reviewed in the United States 🇺🇸 on June 3, 2020",Color: Coral | Style: Lite Console,True,I’m in love with the color and how weightless it is...thumbs up from me...,
Nintendo Switch Lite - Turquoise,5.0,Great product,"Reviewed in the United States 🇺🇸 on December 21, 2020",Color: Coral | Style: Lite Console,True,"Great product, fast shipping.",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,reveiew,"Reviewed in the United States 🇺🇸 on April 13, 2020",Color: Turquoise | Style: Lite Console,True,This product is a great product. It's awesome. Can use again and again. Really works well everytime.,
Nintendo Switch Lite - Turquoise,5.0,came 5 days early,"Reviewed in the United States 🇺🇸 on April 15, 2020",Color: Turquoise | Style: Lite Console,True,"It's hard to find these during quarantine, but the price is resonable and arrived 5 days early",
Nintendo Switch Lite - Turquoise,5.0,Love!,"Reviewed in the United States 🇺🇸 on November 29, 2020",Color: Coral | Style: Lite Console,True,Adorable color and works great!,
Nintendo Switch Lite - Turquoise,5.0,Successful gift!,"Reviewed in the United States 🇺🇸 on June 18, 2020",Color: Coral | Style: Lite Console,True,Sent this to my GF as a graduation gift and she loved it!,
Nintendo Switch Lite - Turquoise,5.0,Daughters favorite present,"Reviewed in the United States 🇺🇸 on January 3, 2021",Color: Coral | Style: Lite Console,True,Came quickly! Great gift!,
Nintendo Switch Lite - Turquoise,5.0,Great gift for your Grand Children,"Reviewed in the United States 🇺🇸 on June 10, 2020",Color: Turquoise | Style: Lite Console,True,My Granddaughter loves  this controller and found it very easy to use.,
Nintendo Switch Lite - Turquoise,5.0,Love it!,"Reviewed in the United States 🇺🇸 on April 4, 2020",Color: Turquoise | Style: Lite Console,True,"Absolutely love it! It's easy to carry around, and it's great for people who prefer hand-held devices!",
Nintendo Switch Lite - Turquoise,3.0,Used game console,"Reviewed in the United States 🇺🇸 on March 6, 2020",Color: Turquoise | Style: Lite Console,True,It looked brand new but come to find out 3 months later it had a micro sd card in it which you have to by separate so it shows that someone used it before I bought and it clearly stated it was new . A little disappointed I paid full price for a used item.,
Nintendo Switch Lite - Turquoise,5.0,Hermoso,"Reviewed in the United States 🇺🇸 on June 27, 2020",Color: Coral | Style: Lite Console,True,Me encanto mucho estoy muy feliz gracias y el color es hermoso.,
Nintendo Switch Lite - Turquoise,5.0,Lighter weight. Slightly smaller screen.,"Reviewed in the United States 🇺🇸 on January 16, 2020",Color: Turquoise | Style: Lite Console,True,It's lighter and smaller than the original increasing it's mobility. It's great for kids and those who don't want strained wrists.,
Nintendo Switch Lite - Turquoise,5.0,AMAZING,"Reviewed in the United States 🇺🇸 on February 17, 2021",Color: Turquoise | Style: Lite Console,True,LOVE IT!!!,
Nintendo Switch Lite - Turquoise,5.0,Best purchase!,"Reviewed in the United States 🇺🇸 on March 16, 2020",Color: Turquoise | Style: Lite Console,True,Perfect product. Works like a charm. I can’t wait to give it to my little for her birthday!,
Nintendo Switch Lite - Turquoise,5.0,Nice,"Reviewed in the United States 🇺🇸 on February 20, 2021",Color: Turquoise | Style: Lite Console,True,Love it,
Nintendo Switch Lite - Turquoise,5.0,It was awesome,"Reviewed in the United States 🇺🇸 on February 18, 2021",Color: Coral | Style: Lite Console,True,I liked,
Nintendo Switch Lite - Turquoise,5.0,Worth it,"Reviewed in the United States 🇺🇸 on February 16, 2021",Color: Coral | Style: Lite Console,True,Good quality,
Nintendo Switch Lite - Turquoise,5.0,perfect,"Reviewed in the United States 🇺🇸 on January 21, 2021",Color: Turquoise | Style: Lite Console,True,exactly as described,
Nintendo Switch Lite - Turquoise,5.0,Great Portable Console,"Reviewed in the United States 🇺🇸 on January 20, 2020",Color: Turquoise | Style: Lite Console,True,I’m in love with my Nintendo Switch Lite. I love that I can take it everywhere. It’s a very nice console.,
Nintendo Switch Lite - Turquoise,5.0,Good,"Reviewed in the United States 🇺🇸 on March 16, 2021",Color: Turquoise | Style: Lite Console,True,👍🏾,
Nintendo Switch Lite - Turquoise,5.0,Love it!,"Reviewed in the United States 🇺🇸 on November 11, 2020",Color: Coral | Style: Lite Console,True,Super cute. Exactly as pictured.,
Nintendo Switch Lite - Turquoise,5.0,Good Purchase,"Reviewed in the United States 🇺🇸 on July 13, 2020",Color: Turquoise | Style: Lite Console,True,"Arrived sooner than expected. Had no issues whatsoever, everything works perfectly!",
Nintendo Switch Lite - Turquoise,5.0,"Dang, that was quick!","Reviewed in the United States 🇺🇸 on June 2, 2020",Color: Turquoise | Style: Lite Console,True,Came sooner than expected and everything works as it should! Great seller :),
Nintendo Switch Lite - Turquoise,5.0,Happy gamers,"Reviewed in the United States 🇺🇸 on March 21, 2020",Color: Turquoise | Style: Lite Console,True,Love it. My son plays it constantly. Has a long battery life and lots of fun games.,
Nintendo Switch Lite - Turquoise,5.0,Awesome,"Reviewed in the United States 🇺🇸 on December 19, 2019",Color: Turquoise | Style: Lite Console,True,"Love it, works just like it's big bro, but limited to single player or online but great  and on the go",
Nintendo Switch Lite - Turquoise,5.0,Delivered on time,"Reviewed in the United States 🇺🇸 on January 11, 2021",Color: Coral | Style: Lite Console,True,I love it,
Nintendo Switch Lite - Turquoise,5.0,How to make someone disappear for a week.,"Reviewed in the United States 🇺🇸 on October 29, 2019",Color: Turquoise | Style: Lite Console,True,Bought this + Pokemon - Let's Go Eevee for my wife. She barely spoke to me for 5 days. Best money I ever spent.,8 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,Perfect for handheld gaming,"Reviewed in the United States 🇺🇸 on February 25, 2020",Color: Turquoise | Style: Lite Console,True,"I love the switch light, it's the ultimate on the go console, and turquoise is it's perfect compliment",
Nintendo Switch Lite - Turquoise,5.0,I loved it,"Reviewed in the United States 🇺🇸 on February 2, 2021",Color: Turquoise | Style: Lite Console,True,Excellent product,
Nintendo Switch Lite - Turquoise,5.0,Game,"Reviewed in the United States 🇺🇸 on January 4, 2021",Color: Coral | Style: Lite Console,True,Was a gift,
Nintendo Switch Lite - Turquoise,5.0,Great,"Reviewed in the United States 🇺🇸 on March 3, 2021",Color: Coral | Style: Lite Console,True,Great,
Nintendo Switch Lite - Turquoise,5.0,Great buy,"Reviewed in the United States 🇺🇸 on January 6, 2021",Color: Turquoise | Style: Lite Console,True,Great! Works perfect,
Nintendo Switch Lite - Turquoise,5.0,Fast shipping.,"Reviewed in the United States 🇺🇸 on April 23, 2020",Color: Turquoise | Style: Lite Console,True,"Works wonderfully, beautiful color. It came rather quickly in the mail and I'm satisfied.",
Nintendo Switch Lite - Turquoise,5.0,LOVE PINK!,"Reviewed in the United States 🇺🇸 on June 18, 2020",Color: Coral | Style: Lite Console,True,Love my new Nintendo Switch! So happy with the pink coloring!,
Nintendo Switch Lite - Turquoise,5.0,Love it,"Reviewed in the United States on October 2, 2020",Color: Coral | Style: Lite Console,True,Love it colors nice works great,
Nintendo Switch Lite - Turquoise,5.0,Works,"Reviewed in the United States on December 27, 2020",Color: Coral | Style: Lite Console,True,She loves it.,
Nintendo Switch Lite - Turquoise,4.0,Good product,"Reviewed in the United States on December 3, 2020",Color: Turquoise | Style: Lite Console,True,Was a gift.,
Nintendo Switch Lite - Turquoise,5.0,I love it,"Reviewed in the United States on May 13, 2020",Color: Coral | Style: Lite Console,True,"Came on time, just what I ordered it also comes with the charger.",
Nintendo Switch Lite - Turquoise,5.0,Much faster than said.,"Reviewed in the United States on July 1, 2020",Color: Coral | Style: Lite Console,True,Came much faster than said it would.love the coral switch.,
Nintendo Switch Lite - Turquoise,5.0,Son Loves It,"Reviewed in the United States on December 29, 2020",Color: Turquoise | Style: Lite Console,True,Kiddo loves it,
Nintendo Switch Lite - Turquoise,5.0,Nintendo switch lite (pink),"Reviewed in the United States on August 12, 2020",Color: Coral | Style: Lite Console,True,It's fun and great and my daughter loves it.,
Nintendo Switch Lite - Turquoise,5.0,Fast delivery!,"Reviewed in the United States on July 1, 2020",Color: Coral | Style: Lite Console,True,Fast delivery! My daughter is in love with the color.,
Nintendo Switch Lite - Turquoise,5.0,Great game,"Reviewed in the United States on December 10, 2020",Color: Turquoise | Style: Lite Console,True,Great game. Works perfectly,
Nintendo Switch Lite - Turquoise,5.0,Like a Nintendo DS but way better,"Reviewed in the United States on December 28, 2020",Color: Turquoise | Style: Lite Console,True,Love this switch.,
Nintendo Switch Lite - Turquoise,5.0,Portable,"Reviewed in the United States on December 29, 2020",Color: Turquoise | Style: Lite Console,True,Granddaughter loves it!!,
Nintendo Switch Lite - Turquoise,5.0,my kid loves it,"Reviewed in the United States on December 6, 2020",Color: Turquoise | Style: Lite Console,True,my kid loves it,
Nintendo Switch Lite - Turquoise,5.0,Would buy again!!!!,"Reviewed in the United States on April 26, 2020",Color: Turquoise | Style: Lite Console,True,LOVE IT!!!!!!!!! So excited to have bought this! Just what i was looking for!,One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Happy,"Reviewed in the United States on April 24, 2020",Color: Turquoise | Style: Lite Console,True,"Brand new, least looks and function brand new. Seller has good communication 👍 10/10",
Nintendo Switch Lite - Turquoise,5.0,It's to much fun,"Reviewed in the United States on February 20, 2021",Color: Coral | Style: Lite Console,True,Amazing,
Nintendo Switch Lite - Turquoise,5.0,amazing System!!!!’,"Reviewed in the United States on April 23, 2020",Color: Turquoise | Style: Lite Console,True,I received the Nintendo switch lite 2 weeks ago.. works perfectly would highly requested,
