product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Perfect for me,"Reviewed in the United States 🇺🇸 on April 7, 2023",Size: 1 Pack,True,Keyboard is smooth.  No problems at all.  I like the keys and I do a lot of typing Mon through Fri.  The mouse is a perfect size.  I'm a petite woman but have piano fingers lol.,One person found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Good mouse and keyboard combo,"Reviewed in the United States 🇺🇸 on March 25, 2023",Size: 1 Pack,True,"Works very well, ha ent had the batteries die yet. Use it a lot. Pay attention to the packaging, I saw lots of complaints about missing dongle but it's stored in a small slot in the box. Comes with batteries already installed, just pull the plastic thing. It's nice to have both working from a single dongle and not take up extra USB slots.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,A Solid Wireless Keyboard and Mouse Combo,"Reviewed in the United States 🇺🇸 on January 18, 2023",Size: 1 Pack,True,"It's pretty hard to go wrong with Logitech computer products. This is very much the case with this wireless keyboard and mouse combo, specifically model MK270, with 2.4 GHz. It took me less than five minutes to set this combo up. It was well protected in packaging, however, it was also easy to unpackage with a USB receiver that is small and frees up desk space.I use this same model at work. So, when I got to the point of needing a new combo at home it was a no-brainer to turn to Logitech again. This offers a full-size keyboard with a somewhat compact mouse that is comfortable and easy to use. This isn't a high-tech Logitech combo - so, I'm not sure that hardcore gamers would be happy with it but for most productivity needs it should work absolutely fine.The mouse is designed to work for both right and left-handed folks. The cursor is smooth and effective.I like the tilt legs with the keyboard. The keyboard is designed for 36-month battery life. The mouse is designed for 12-month battery life. Both offer on/off switches. Initial batteries were included.This combo has a 10-meter range and that's accurate (I tested it). It's compatible with Windows 10, 11 or later along with Chrome OS. The combo has a three-year limited warranty.This is really a very solid wireless keyboard and mouse combo. I've seldom been disappointed with Logitech products and that's true here. This perfectly meets my needs and is a great combination of great quality and value.",18 people found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Plug and Play,"Reviewed in the United States 🇺🇸 on February 26, 2023",Size: 1 Pack,True,"At first, I thought that the keyboard was not a full-size keyboard but it is and very lite weight.  Basically, I plugged in the device to my USB and it started to work right away.  No need for instructions.  I haven't tested the distance but i love eliminating two more wires.  Mouse takes some getting used to because I have large hands but other than that, I would recommend.  I purchased two - one for my home office and the other for my off-site office.Now to remember to turn off to save the battery.",One person found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Logitech Keyboard,"Reviewed in the United States 🇺🇸 on March 30, 2023",Size: 1 Pack,True,"I bought this product because I am tired of using the small keyboard installed on my laptop. The large keyboard size is good for my fingers, and the keys depress easily. I can now type faster and with more comfort. So far, I am satisfied with the keyboard.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Mouse not so hot.,"Reviewed in the United States 🇺🇸 on April 1, 2023",Size: 1 Pack,True,"The last time I made a similar combo purchase, I received the same keyboard, K270, but a much nicer mouse (M705). This accompanying mouse (M185) is much less desirable. I should have paid attention to that model number as well.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Excelente,"Reviewed in the United States 🇺🇸 on April 10, 2023",Size: 1 Pack,True,"No se conecta con mi macbook air, pero si con el monitor HP Z25xs G3 QHD y mi laptop HP y puedo resolver este problema.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Terrible Packaging Design,"Reviewed in the United States 🇺🇸 on March 16, 2023",Size: 1 Pack,True,"The product itself is just fine, but the packaging is not. The USB dongle was in the flap of the box instead of inside the mouse where it was expected. I actually requested a replacement item and was packaging everything back up when I found it. I wonder how many people have returned a perfectly good item and cost the merchant a lot of money; at the merchants own fault.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Easy pairing with Laptop,"Reviewed in the United States 🇺🇸 on April 8, 2023",Size: 1 Pack,True,Excellent purchase. Connected to my Dell Latitude instantly via USB receiver. Complete wirelessCombination of Mouse and Keyboard. Keyboard has a light indicator for Caps Lock.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Careful! USB in Yellow tab of Box!,"Reviewed in the United States 🇺🇸 on March 27, 2023",Size: 1 Pack,True,Wonderful product. Love that there is 1 USB dong for both the keyboard and mouse. Make sure you check the fold of the box. The USB is in the yellow tab. Easy to pitch the box and lose the USB when intially receiving.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,very satisfied,"Reviewed in the United States 🇺🇸 on March 11, 2023",Size: 1 Pack,True,"I had a very hard keyboard because its keys were like those of a laptop, so I decided to buy this economical version that seemed more practical to type a lot and it looked very soft. And that's how it was, I received my package and installed it at once, I received it very quickly so I'm happy. and I'm not mistaken, the keyboard is super soft and I love it, I am typing very comfortable. I recommend it.",One person found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Fantastic Combo,"Reviewed in the United States 🇺🇸 on April 5, 2023",Size: 1 Pack,True,"This is perfect works like a champ and only one USB plugin for both Mouse and keyboard! If you are looking for this kind of product, you will love this combo!",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Updated:  Spacebar fixed (RMA was easy),"Reviewed in the United States 🇺🇸 on February 24, 2023",Size: 1 Pack,True,"I had originally given this a bad review as the first unit I received had a bad spacebar (corners were dead, would not function when pressing them).I've since reached out to Logitech via their website.  They replaced the unit with no fuss.  Good service from the MFG - thank you Logitech!The new keyboard feels much better all around.  Not sure what happened with the first one (perhaps different factory or they've perhaps updated the design since?)  In any event - they made it right.",3 people found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Love This,"Reviewed in the United States 🇺🇸 on April 4, 2023",Size: 1 Pack,True,I love this mouse and keyboard so much but I dropped the mouse and it came apart. Could not get it back together so I bought another set.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,good item,"Reviewed in the United States 🇺🇸 on April 2, 2023",Size: 1 Pack,True,This is a really good bluetooth keyboard and mouse combo. I bought it a few weeks ago and have had no issues with it at all.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Great basic keyboard,"Reviewed in the United States 🇺🇸 on March 11, 2023",Size: 1 Pack,True,"I never go wrong with this brand regardless of the product. Needed a keyboard to compliment my laptop, nothing fancy. Took it out of the box, inserted the USB into my laptop, turned it on, started work. Batteries were included, nice touch. Tip: there is a USB adapter included which has been inserted into the side flap of the packaging. Use care when opening or you might miss it or accidentally damage.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Wireless key board with mouse,"Reviewed in the United States 🇺🇸 on April 13, 2023",Size: 1 Pack,True,Love it was able to do away with almost all my cords,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Value for money,"Reviewed in the United States 🇺🇸 on March 24, 2023",Size: 1 Pack,True,"Easy to install, functional and so far glitch-free.  Wireless, the all-in-one keyboard and mouse is cool but the logitech mouse is smaller than my existing device which I continue to use.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Good work combo but wouldn’t suggest for gaming.,"Reviewed in the United States 🇺🇸 on March 28, 2023",Size: 1 Pack,True,"Positives is portability and silent keys.Negatives is that it isn’t a gaming keyboard or very ergonomic, but it has great battery life.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Great Buy. Dependable,"Reviewed in the United States 🇺🇸 on April 12, 2023",Size: 1 Pack,True,Does all I need it to do. Good value,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Standard keyboard and mouse.,"Reviewed in the United States on March 9, 2023",Size: 1 Pack,True,There's nothing special or unique about this set but that's why it's perfect. I hate keyboards with tiny shallow keys - I find them so challenging to type on. This one is easy to use and type on. Set up was nonexistent - just plug in the Bluetooth receiver and you're ready to go. The mouse is a little on the small side but works great for small hands.,One person found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Excellent keyboard and mouse,"Reviewed in the United States on March 31, 2023",Size: 1 Pack,True,I love how quite the keyboard is! I love it how I can control the volume for my headset on the keyboard. The mouse is excellent! Works great!,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Easy Set UP All Pieces Were Included in Box,"Reviewed in the United States on March 27, 2023",Size: 1 Pack,True,Bought this after the first keyboard/mouse I bought did not have the USB included.  Sets its self up and no problem at all.  Types wonderfully  Thank you,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Nice keyboard feel,"Reviewed in the United States on March 19, 2023",Size: 1 Pack,True,"This is the only brand keyboard I have bought over past few years.  For around $70, it is rechargable, keys feel nice and springy--easy for typing.  Quiet.  Love the backlight.  This is my go-to keyboard for everyday pc and laptop use.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Good Buy,"Reviewed in the United States on March 26, 2023",Size: 1 Pack,True,"I really like the keyboard, the mouse is a little on the small side but overall it's a good deal.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Works well,"Reviewed in the United States on April 14, 2023",Size: 1 Pack,True,Classic and works very well,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Good value,"Reviewed in the United States on March 30, 2023",Size: 1 Pack,True,"Mouse is a little small, other than that it is a good value.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Great price with good quality,"Reviewed in the United States on April 4, 2023",Size: 4 Pack,True,"Great price for a wireless keyboard and mouse that has name brand , will buy more for our users",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Good price works well,"Reviewed in the United States on April 7, 2023",Size: 1 Pack,True,It’s a great product. Works as expected and a reasonable price.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,I just received the package,"Reviewed in the United States on April 8, 2023",Size: 1 Pack,True,Once I’m organized I will take a picture and my overall review,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Satisfied,"Reviewed in the United States 🇺🇸 on April 1, 2023",Size: 1 Pack,True,It makes my job easier. I am satisfied enough.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,"Super simple. Plug and play, right out of the box.","Reviewed in the United States 🇺🇸 on March 11, 2023",Size: 1 Pack,True,Easiest setup I've had for a wireless keyboard. Plug in the usb receiver and that's it. Batteries are included and installed with both the mouse and keyboard. Both go to sleep mode when not in use and wake up by typing or moving the mouse. Great product.,One person found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Great basic keyboard and mouse,"Reviewed in the United States 🇺🇸 on March 10, 2023",Size: 1 Pack,True,"This is a good simplistic keyboard. It’s lightweight, which makes it easy for commuting if needed. The battery is very good and last several weeks of continuous use.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Packaging,"Reviewed in the United States 🇺🇸 on March 4, 2023",Size: 1 Pack,True,Keyboard and mouse work good. But the shipper didn’t put this in another box?? Thank goodness our Amazon delivery person didn’t deliver this till after we were home. Because this could of got soaked because it was raining,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Good product for generic use.,"Reviewed in the United States 🇺🇸 on March 20, 2023",Size: 1 Pack,True,Works good but kinda slow. Will be fine for my part-time application. Probably not a good gamer keyboard.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,functionality,"Reviewed in the United States 🇺🇸 on March 30, 2023",Size: 1 Pack,True,I'm very pleased with the product - especially one adaptor for both the mouse and keyboard. Great product and great price.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Functional and convenient,"Reviewed in the United States 🇺🇸 on March 4, 2023",Size: 1 Pack,True,"It is compact which is nice because I have no room anywhere even for myself. My only issue is sometimes there is a lag. I have zero patience. Therefore, the lag is enough to make me give up at times.",
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Good product,"Reviewed in the United States 🇺🇸 on April 5, 2023",Size: 1 Pack,True,Excellent for the price!,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,good old Logitech,"Reviewed in the United States 🇺🇸 on March 31, 2023",Size: 1 Pack,True,used this keyboard mouse combo for years and it is still available,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Range issues,"Reviewed in the United States 🇺🇸 on March 22, 2023",Size: 1 Pack,True,Has hard time connecting at 12ft.,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,"Great service, as always!","Reviewed in the United States on April 8, 2023",Size: 1 Pack,True,Thumbs up!,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Comodo,"Reviewed in the United States on March 28, 2023",Size: 1 Pack,True,Muy practico,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,"Inexpensive keyboard, works well enough","Reviewed in the United States on September 24, 2022",Size: 1 Pack,True,"Got this as a replacement for the ones they give us at work because I was tired of dealing with the cord when using my adjustable height desk. I have loved having the freedom to move it around and raise and lower my desk without the aggravation of pinching the cord or being unable to move it off my nearest work surface.  The mouse has worked pretty much flawlessly for me, I don't think I've had a single issue despite having dropped it on the floor more than once.  It is a basic design, nothing fancy, no extra buttons or ergonomic features, but just as good as the wired mouse I had previously.The keyboard is where it loses some points.  I would probably give the mouse 5 stars and the keyboard only 3 stars, while it works pretty well something like 95-99% of the time, there are instances when it just won't respond.  I will type and nothing appears, sometimes it is just delayed, and sometimes what I am typing never shows up at all until I close out of everything, turn off the keyboard power and turn it back on and it finally gets going again.  Interestingly it will sometimes work in one program but not another at the same time.I appreciate having the standard 10-key and the quick buttons up top, for instance I use the calculator button frequently.  I have also been pleased with the battery life, as of this writing I've had the keyboard for over 10 months and don't recall needing to ever change the battery. I expect it to last much longer, and while I don't think it is unusual for wireless keyboards to last for a long time on one battery, I do appreciate that it isn't sitting there draining power needlessly.",24 people found this helpful
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Ease of use typing,"Reviewed in the United States on March 15, 2023",Size: 1 Pack,True,I found the keyboard easy to type words or numbers. Love the calculator feature. Very stable,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,Please buy,"Reviewed in the United States on March 22, 2023",Size: 1 Pack,True,Recently received this product..and I'm supper pleased with it...if you thinking about buying ..please do so you won't regret it,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",4.0,Moderate keyboard,"Reviewed in the United States on March 5, 2023",Size: 1 Pack,True,No that great the way you would have expected but it is fine. To me price seems a bit over the line with this design and features,
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",5.0,"Cheap, plug and play, reliable, durable.","Reviewed in the United States on February 22, 2023",Size: 1 Pack,True,"Everything you want in a wireless keyboard/mouse combo. Just plug in the USB receiver, make sure the slide is in the on position and pull the tab. Comes with the first batteries already installed. When you're done using set the slide to off. Mouse works on just about any surface, hard or soft, and the keyboard has excellent range if you're casting your screen. What's more, its really affordable. Dare I say, best bang for your buck.",One person found this helpful
