product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Apple Pencil (2nd Generation),5.0,Just works better than the stolen tech knockoffs,"Reviewed in the United States on April 9, 2023",,True,Even if these are made by the same slaves as the knockoffs these work. The battery lasts. The pen always works. It worth the money to avoid the headache.,One person found this helpful
Apple Pencil (2nd Generation),5.0,Very happy with the gen 2 design,"Reviewed in the United States on April 13, 2023",,True,Vast improvement over the 1st gen pen. I’m using it daily now. Love the magnetic charging feature with the iPad Pro.,
Apple Pencil (2nd Generation),5.0,It’s Apple. It just works!,"Reviewed in the United States on April 8, 2023",,True,"Never knew how much I needed this until now. Super easy to charge, setup, and use.  Not much of a learning curve.",
Apple Pencil (2nd Generation),4.0,"good,but.......","Reviewed in the United States on April 2, 2023",,True,"Apple has never introduced a new capacitive pen since 2015. However, the development of technology is rapid, and over the years, the sensitivity and power of the Apple capacitive pen generation 2 have not kept up with the trend of the times in the current perspective. Strongly demands that Apple continue to release the third generation capacitive pen",One person found this helpful
Apple Pencil (2nd Generation),5.0,cute,"Reviewed in the United States on April 12, 2023",,True,cute but super useless for a random teenage girl who doesn't draw or use online notes.,
Apple Pencil (2nd Generation),5.0,Super useful,"Reviewed in the United States on April 11, 2023",,True,"This pen is light, useful and it comes in handy to type faster and easily on my iPad. Recommended!",
Apple Pencil (2nd Generation),5.0,Apple pencil the best,"Reviewed in the United States on April 6, 2023",,True,I use it with my iPad & really like it. It stays charged for a long time & super easy to charge when needed.,
Apple Pencil (2nd Generation),5.0,Very reliable and accurate,"Reviewed in the United States on April 5, 2023",,True,"I’ve been using it for a while now. Form my experience I can offer my honest option. In short, it definitely worth it.",
Apple Pencil (2nd Generation),4.0,Overpriced,"Reviewed in the United States on April 16, 2023",,True,"Pencil died suddenly after 1 1/2 years. Grudgingly replaced it. If it dies again, I’ll buy the Logitech one!",
Apple Pencil (2nd Generation),5.0,"Works fine, even if it was from an opened box!","Reviewed in the United States on April 2, 2023",,True,"Although the pen came from an opened box, works fine, it doesn't have any damage, I was using it for a couple of days already and works perfectly fine.",One person found this helpful
Apple Pencil (2nd Generation),5.0,Much better than Gen1.,"Reviewed in the United States on March 27, 2023",,True,Love the simplicity of this new design. No more cap or dongle to lose. Way easier to recharge on the iPad vs a separate charging.  Solid feel in your hand - great device. Huge upgrade over prior version.,6 people found this helpful
Apple Pencil (2nd Generation),4.0,Pencil works great,"Reviewed in the United States on March 11, 2023",,True,"Not much of an electric pencil user, however, the few times I used the pencil, it did its job. I found it to be accurate. With some practice, I can see myself using it. I can see where the pencil is convenient for artists but at the same time, the sleekness of the screen seems that it would be difficult to draw on. Screen protectors that offer a certain tactile paper-like feel would be a must-have. Right now I am not ready to give up my gorilla glass screen protector.",26 people found this helpful
Apple Pencil (2nd Generation),5.0,YES AND YES,"Reviewed in the United States on April 1, 2023",,True,I love that I bought this apple pencil to go with iPad Air it works great in procreate I definitely recommend.,
Apple Pencil (2nd Generation),5.0,"Bought many times, it's great","Reviewed in the United States on April 11, 2023",,True,"Bought many times, it's great",
Apple Pencil (2nd Generation),5.0,Same as orignal from Apple,"Reviewed in the United States on April 3, 2023",,True,This pencil is the as my old (lost) Apple pencil.  I use it for coloring and it works great.,
Apple Pencil (2nd Generation),5.0,It works like new,"Reviewed in the United States on April 13, 2023",,True,Feels pretty much new,One person found this helpful
Apple Pencil (2nd Generation),5.0,Todo,"Reviewed in the United States on April 16, 2023",,True,Buena calidad como descrito,
Apple Pencil (2nd Generation),5.0,Like new!,"Reviewed in the United States on April 12, 2023",,True,"Super cool, saved $40",
Apple Pencil (2nd Generation),5.0,Worked perfectly,"Reviewed in the United States on April 6, 2023",,True,The pencil worked perfectly and I received it very quick!!!,
Apple Pencil (2nd Generation),5.0,Actual Apple Pencil,"Reviewed in the United States on March 16, 2023",,True,"I honestly thought this would give me a really good 3rd party apple pencil, but this is an actually apple pencil, in all the original packaging! Got it at a $40 discount compared to buying one at the apple store, so I would 100% recommend getting this if you are considering a stylus for your iPad!Works great and feels really nice in my hand. If you have used a stylus before on a table, you know it's a game changer. If you haven't and you see this is at a discounted price, what are you waiting for?",36 people found this helpful
Apple Pencil (2nd Generation),5.0,drawing,"Reviewed in the United States on March 21, 2023",,True,takes a while to get used to all the tap functions and how hard to press etc etc. but to be able to do all that it can do and just slap it to the side of the ipad to charge is too cool for words. 10/10,8 people found this helpful
Apple Pencil (2nd Generation),5.0,Apple Pencil,"Reviewed in the United States on April 12, 2023",,True,"Works, charges quick",
Apple Pencil (2nd Generation),5.0,Wow!,"Reviewed in the United States on April 1, 2023",,True,"If you don’t have an Apple Pencil for your iPad, get one!  WOW!!!  This thing is a whole new level of control and interaction.",One person found this helpful
Apple Pencil (2nd Generation),5.0,It. Is. PERFECT.,"Reviewed in the United States on March 22, 2023",,True,"I’m recommending this to my fellow artists on iPads, it’s perfect. Right out of the box it was charged and ready to go, it connected itself when it snapped to the side of my iPad. I was back to drawing within seconds, the gestures and different brush sizes are perfect.",8 people found this helpful
Apple Pencil (2nd Generation),5.0,Apple Pencil,"Reviewed in the United States on April 12, 2023",,True,Thank you,
Apple Pencil (2nd Generation),5.0,I 100% love it.,"Reviewed in the United States on April 5, 2023",,True,Makes designing digital files and images extremely easy.,
Apple Pencil (2nd Generation),5.0,Love me some Apple!,"Reviewed in the United States on March 29, 2023",,True,Love the new pen. Works great with my new Ipad Pro. Item arrived safely and as described.,
Apple Pencil (2nd Generation),5.0,Funciona a la perfección!,"Reviewed in the United States on March 23, 2023",,True,"Tenia miedo porque estaba extremadamente más barato que en las tiendas oficiales de apple, sin embargo el lápiz llegó perfecto, en el tiempo previsto, y funciona como era de esperar, es el producto original y nuevo.",3 people found this helpful
Apple Pencil (2nd Generation),5.0,Very helpful,"Reviewed in the United States on April 4, 2023",,True,this pen works for ipad pro 2018  3rd generation,
Apple Pencil (2nd Generation),5.0,good items,"Reviewed in the United States 🇺🇸 on April 8, 2023",,True,"brand newand perfect,i like it",
Apple Pencil (2nd Generation),5.0,Works great,"Reviewed in the United States 🇺🇸 on March 30, 2023",,True,I misplaced my Apple pencil and had to replace it. the pencil works well.,
Apple Pencil (2nd Generation),5.0,Great product & easy transaction,"Reviewed in the United States 🇺🇸 on April 8, 2023",,True,As promised. Quick shipping. Recommended,
Apple Pencil (2nd Generation),5.0,This apple pen is truly a lifesaver for me. Thank you,"Reviewed in the United States 🇺🇸 on April 1, 2023",,True,"It’s easy to hold, accurate & touch screen to the iPad when needed",
Apple Pencil (2nd Generation),5.0,appla pencil,"Reviewed in the United States 🇺🇸 on April 3, 2023",,True,"very cool, accurate and feels like a pencil",
Apple Pencil (2nd Generation),5.0,Authentic,"Reviewed in the United States 🇺🇸 on March 30, 2023",,True,It is authentic from Apple and it works great on my IPad Pro.,
Apple Pencil (2nd Generation),5.0,Love the 2nd gen pen,"Reviewed in the United States 🇺🇸 on March 29, 2023",,True,I haven't ever tried the first gen but the 2nd gen apple pen is great,
Apple Pencil (2nd Generation),5.0,Works like a dream,"Reviewed in the United States 🇺🇸 on March 31, 2023",,True,Apple pen makes working with my iPad much easier and more convenient.,
Apple Pencil (2nd Generation),5.0,Amazing,"Reviewed in the United States 🇺🇸 on April 5, 2023",,True,"Wonderful, precise, easy to use. Highly recommend",
Apple Pencil (2nd Generation),5.0,Love it,"Reviewed in the United States 🇺🇸 on April 7, 2023",,True,So easy and handy! You need one!,
Apple Pencil (2nd Generation),5.0,I  think  i  love  this  pencil,"Reviewed in the United States on April 1, 2023",,True,I  think  i  love  this  pencil,
Apple Pencil (2nd Generation),4.0,Price,"Reviewed in the United States on April 5, 2023",,True,"Price was good, working fine. Pleased with purchase.",
Apple Pencil (2nd Generation),4.0,Accurate,"Reviewed in the United States on April 1, 2023",,True,"It came very well wrapped, brand new and works well!",
Apple Pencil (2nd Generation),5.0,Buy it,"Reviewed in the United States on March 22, 2023",,True,"I got this item for my daughter's Christmas gift, she loves how the feels and works with the Apple Ipad. Shipped on time, great pricing when purchased.",3 people found this helpful
Apple Pencil (2nd Generation),5.0,Excelente Precio,"Reviewed in the United States on March 30, 2023",,True,Pencil nuevo y a mejor precio que el mismo Apple Store.,
Apple Pencil (2nd Generation),5.0,Just like if it was from Apple itself,"Reviewed in the United States on March 26, 2023",,True,Works just like my old Apple Pencil did! Perfect!,
Apple Pencil (2nd Generation),5.0,I  love this pencil,"Reviewed in the United States on March 28, 2023",,True,I love this pencil  very much,
Apple Pencil (2nd Generation),5.0,Great pen,"Reviewed in the United States on March 25, 2023",,True,My daughter loves to draw she loves the pen,
Apple Pencil (2nd Generation),5.0,"Excelente calidad, no te confundas.","Reviewed in the United States on March 21, 2023",,True,"Para ser de segunda mano, nada que envidiar. Realmente el producto está nuevo, te llega incluso en caja original.",
Apple Pencil (2nd Generation),5.0,loved,"Reviewed in the United States on March 20, 2023",,True,"I really love it, the pencil it’s so easy to hold and so easy to use. I really recommend to buy one.",3 people found this helpful
Apple Pencil (2nd Generation),5.0,I NEED this thing forever!,"Reviewed in the United States on March 23, 2023",,True,"Amazing, easy to charge, and great deals on it via Amazon!Highly recommend for anyone with a creative business",3 people found this helpful
Apple Pencil (2nd Generation),4.0,"Great, but would be better if included extra tip","Reviewed in the United States on March 24, 2023",,True,Its sad that it does not come with an extra tip! But hey its apple!,
Apple Pencil (2nd Generation),5.0,Apple pencil,"Reviewed in the United States on March 19, 2023",,True,"The pencil arrived well, its original from Apple. But i want to say that the pencil its really slippery so you need for sure a case otherwise can fall and break.",9 people found this helpful
Apple Pencil (2nd Generation),5.0,Wish I’d tried this sooner,"Reviewed in the United States on February 19, 2023",,True,Honestly I always thought there was no reason to ever own one of these.  I would look at it and think what a waste.  After using a co workers Apple Pencil to complete a project on their IPad I had my mind changed.  The ease of writing and drawing with this was amazing.  I’m very impressed and extremely happy to have bought it.  What I would say is go see it or play with someone else’s who already has it before you decide if it is right for you.,26 people found this helpful
Apple Pencil (2nd Generation),5.0,Good deal,"Reviewed in the United States on March 28, 2023",,True,Easy to hold and easy to use!,
Apple Pencil (2nd Generation),5.0,Makes sketching on an iPad easy,"Reviewed in the United States on March 27, 2023",,True,Pencil charges very quickly. Does make taking notes and sketching so easy,
Apple Pencil (2nd Generation),5.0,This is a winner,"Reviewed in the United States on March 23, 2023",,True,I’m how can u go wrong with the latest apple tech?,
Apple Pencil (2nd Generation),5.0,This thing changed the game for my iPad art and design,"Reviewed in the United States on December 21, 2022",,True,"I previously had an iPad Air 2 and used an Adonit pixel since the air is not compatible with the Apple Pencil. It didn’t work that well but it did what I needed with some bugs and jitters. I finally upgraded to the 2021 iPad Pro 11 inch and I got the Apple Pencil 2 when it went on sale. I have been SO impressed with this thing. I love the way it writes and draws it feels like I’m writing on paper and the smoothness of the line is stellar. It completely changed the game for me when I work on my art and design. I use procreate and they have many updated features that include options for the Apple Pencil so the integration with all of the apps I already use is phenomenal. I think the sale price I paid for 89.99 is more than reasonable but I couldn’t see myself paying full price for this even with how impressive it is. But at the sale price I am more than satisfied.The only thing that I don’t like is the magnetic feature that is supposed to keep it on the iPad and is how it charges. I have put the iPad in my backpack with the pencil attached and then when I pull it out the pencil wasn’t attached anymore. I of course had a small panic but then found it in the bottom of my bag so no but deal. I just wish it had some other mechanism that kept the pencil more secured, but I will say the fact that I don’t have to plug it in to anything to charge it is definitely convenient.",56 people found this helpful
Apple Pencil (2nd Generation),4.0,Apple,"Reviewed in the United States on March 27, 2023",,True,"Loved how it felt, was for the most part accurate, overall great!",
Apple Pencil (2nd Generation),5.0,Great,"Reviewed in the United States on April 3, 2023",,True,Works amazing,
Apple Pencil (2nd Generation),5.0,I recommend it,"Reviewed in the United States 🇺🇸 on April 3, 2023",,True,,One person found this helpful
Apple Pencil (2nd Generation),5.0,The best!,"Reviewed in the United States 🇺🇸 on March 23, 2023",,True,This Apple Pencil is next level! Way better than previous one.,One person found this helpful
Apple Pencil (2nd Generation),5.0,Love the 2nd Generation,"Reviewed in the United States 🇺🇸 on February 20, 2023",,True,The updated Pencil is a game changer from the first pencil.  I no longer have to keep track of a charger or cap and the battery life is WAY BETTER.  The quality is the same and I think the pencil itself didn't change much minus the commands you can do on it.I personally don't like the commands you can do with the Pencil because I will accidentally hit them.I will suggest also getting a cover just to protect your Pencil.,28 people found this helpful
Apple Pencil (2nd Generation),5.0,Love my apple pen,"Reviewed in the United States 🇺🇸 on February 20, 2023",,True,"This apple pen works like it was straight from the apple store. It came in its original packaging and charges when placed on the side of the iPad. It charges relatively quickly; about 20 minutes max for a full charge. You're able to tap it to change from pencil to eraser and it's got a very smooth tip that glides around the screen with ease. The only thing I'd have to say is, if you use it often, you should probably invest in extra tips for when the tip inevitably dulls out. I've had it for 7 months now and it's just starting to show signs of wear on the tip.",48 people found this helpful
Apple Pencil (2nd Generation),5.0,Open Box purchase was great!,"Reviewed in the United States 🇺🇸 on February 25, 2023",,True,I missed out on the sale but noticed there were some pencils offered at a discount for open box. I checked and this had the original packaging. I saved about 30% and all worked well and all documentation was there. I definitely will be looking for that on all future purchases. I really enjoy using this with the iPad 5th generation. I use it to take notes and also as a stylus which keeps the screen cleaner.,21 people found this helpful
Apple Pencil (2nd Generation),4.0,Great add on,"Reviewed in the United States 🇺🇸 on March 7, 2023",,True,Works flawlessly but does seem overpriced for what it is. Looked at some of the cheaper knockoffs but felt I should stick to Apple product for my iPad.,
Apple Pencil (2nd Generation),5.0,How Did I Live Without This,"Reviewed in the United States 🇺🇸 on February 21, 2023",,True,"I recently got an Ipad and decided to get the pencil with it. I use the Ipad for art and drawing with the Apple Pencil has been a game changer. It's easy to hold and works very well with the touch screen. I was surprised at the accuracy becsuse I've used other drawing tablets and found them to be subpar. I would recommend this pencil to anyone considering getting one, especially if youre an artist.",22 people found this helpful
Apple Pencil (2nd Generation),5.0,Works as designed,"Reviewed in the United States 🇺🇸 on February 7, 2023",,True,"I bought this to use with my new iPad Pro.  I use Procreate on my iPad and it needs to have the 2nd generation pencil in order to work the best.  I find that the pencil performs as expected.  I don't notice much delay and it feels good in the hands.  You can set up touch haptics in the settings which I have done.  That helps for some shortcuts.I do like that it charges by fastening to the iPad itself, eliminating the need for a charging cable.  However, I do wish there was a way to secure it so that it wouldn't fall of in transit.  But that is not so much an apple pencil, but a holder issue.I like the new pencil much better than the old one and it works well for what I use it for.",51 people found this helpful
Apple Pencil (2nd Generation),5.0,Gift,"Reviewed in the United States 🇺🇸 on March 20, 2023",,True,Bought this as a gift for my mother and she loves it!,2 people found this helpful
Apple Pencil (2nd Generation),5.0,Love it!,"Reviewed in the United States 🇺🇸 on March 22, 2023",,True,First time using one and I absolutely love it!,
Apple Pencil (2nd Generation),5.0,Muy útil para dibujar,"Reviewed in the United States on March 17, 2023",,True,Si necesitas un lápiz para tu iPad para dibujar lo recomiendo mucho no tiene problemas con la pantalla excelente producto,2 people found this helpful
Apple Pencil (2nd Generation),5.0,Does not work for iPad 10,"Reviewed in the United States on March 19, 2023",,True,Didn’t get to use the pencil as the iPad 10Is not compatible…,One person found this helpful
Apple Pencil (2nd Generation),4.0,Love the pencil,"Reviewed in the United States on March 16, 2023",,True,"I have never used a pencil with my iPad, it has come in handy to use",
Apple Pencil (2nd Generation),5.0,Like New!,"Reviewed in the United States on February 28, 2023",,True,"I ordered a second iPad and needed a second Pencil for it.  I was hesitant about buying a used (like new) Apple Pencil, but I couldn’t resist the almost $50 difference for a new one.  It came in its original packaging. The only thing not included was an extra tip, but all’s good.",13 people found this helpful
Apple Pencil (2nd Generation),5.0,Real Apple Pencil,"Reviewed in the United States on March 24, 2023",,True,Genuine Apple product for much less. Works perfect.,
Apple Pencil (2nd Generation),5.0,Very nice,"Reviewed in the United States on March 25, 2023",,True,"It’s original gen 2 pencil, works perfectly.",
Apple Pencil (2nd Generation),5.0,Got it on sale!,"Reviewed in the United States on March 24, 2023",,True,Not a single problem as of yet!,
Apple Pencil (2nd Generation),5.0,Helped me save a buttload of paper.,"Reviewed in the United States on February 16, 2023",,True,"I bought this along side with an Ipad mini for the sole purpose of taking notes and pictures when I visit different job sites. It has been a huge game changer for me since before I was just using regular spiral notebooks and taking pictures with a digital camera like the pioneers did. Since this one is magnetic and charges i figured it was worth the couple extra dollars over the previous generation. I would for sure buy again, and I would have bought it years ago if I knew it would save me a bunch of headaches.",31 people found this helpful
Apple Pencil (2nd Generation),5.0,LO RECOMIENDO 👍,"Reviewed in the United States on March 25, 2023",,True,LO RECOMIENDO 👍,
Apple Pencil (2nd Generation),5.0,Excelente me gusto mucho,"Reviewed in the United States on March 17, 2023",,True,No hay mucho que agregar me gusto el producto bem precio,One person found this helpful
Apple Pencil (2nd Generation),5.0,I'm glad I finally decided to purchase one!,"Reviewed in the United States on January 25, 2023",,True,"I've honestly been debating purchasing one for the past year now and I'm glad I finally decided to purchase one! Yes, it's very pricey but I personally think it works better than a cheap stylus would. I find that Apple’s products usually always work smoothly together and if you’re planning to use it for digital drawings, then I would advise purchasing one. I just feel like there wouldn’t be another pencil out there that would write as smooth AND have these type of features together AND work as seamlessly with the iPad. I LOVE that it connects to the side of the iPad and charges that way too (I’m terrible about missplacing and losing things lolz).The main feature I love is the double tap to switch between the writing tool to the eraser. I just feel like it saves me from the hassle & frustration of having to go back & forth (My OCD=A lot of erasing lolz). Anyways, I’m loving this pencil so far & it’s a thumbs up for me! ☺️",49 people found this helpful
Apple Pencil (2nd Generation),5.0,"Brand new, with original packaging","Reviewed in the United States on March 22, 2023",,True,Came wrapped with original packaging unopened,
Apple Pencil (2nd Generation),5.0,Nice,"Reviewed in the United States on March 8, 2023",,True,Factory new is always a good thing and this was and it is easy to use and linked up instantly to my I pad pro.,3 people found this helpful
Apple Pencil (2nd Generation),5.0,Game changer,"Reviewed in the United States on March 14, 2023",,True,"If you’re debating on whether to get this or not, GET IT",One person found this helpful
Apple Pencil (2nd Generation),5.0,Perfect!,"Reviewed in the United States on February 17, 2023",,True,This pen works perfectly! I got this to go with my new iPad Pro and so far so good! It writes smoothly and paired almost instantly! This is my second time purchasing this pen from the seller and both times they came in perfect condition. The first time I got it for my daughters iPad Air and she uses it for school. Both pens work perfectly!,11 people found this helpful
Apple Pencil (2nd Generation),5.0,Fantastic product,"Reviewed in the United States on March 5, 2023",,True,I am in love. Great if you are trying to make a side hustle or career out of graphic design and digital art.,3 people found this helpful
Apple Pencil (2nd Generation),5.0,A must-have if you use an iPad for notes,"Reviewed in the United States on December 14, 2022",,True,"I decided to buy myself an iPad Air 4 for my birthday in 2019 because I was returning to school. Getting the Apple Pencil with it was a game changer.I'm in my 30s and I am a person who loves physical books and writing on paper. I was hesitant to buy an iPad for notes, but after watching classmates use them and asking them questions, it seemed like it would be really beneficial.I bought a paperlike screen protector, and I love using my apple pencil for writing! It has gotten to the point where I am double tapping on actual pencils because I have just become completely assimilated to writing on an iPad. It is very intuitive and has a variety of uses.I never had the 1st gen apple pencil, but I love the magnetic charging and double tap so I do think the 2nd generation is worth the extra price.I bought a 6-pack of tips in 2019 and I still have plenty left even though I write on my iPad regularly.My ONLY gripe is that the pencils are so specific to different models. My son has the 2020 iPad and my pencil won't work on his iPad because it isn't a Pro or Air model. It would be nice if Apple was able to make an update that allowed the different pencils to be compatible on all models.",50 people found this helpful
Apple Pencil (2nd Generation),5.0,Works well,"Reviewed in the United States on March 10, 2023",,True,This product is great! It charges really quickly and is easy to set up and use!,2 people found this helpful
Apple Pencil (2nd Generation),5.0,Apple Pencil (2nd Generation),"Reviewed in the United States on March 4, 2023",,True,This is the best possible pen for an iPad and it's worth the high price. It is absolutely a must-have for stem major students.,2 people found this helpful
Apple Pencil (2nd Generation),5.0,2nd gen pen doesn't work with 9th gen ipad and below.,"Reviewed in the United States on January 23, 2023",,True,"Well, I made the mistake. What can I say, I bought this very excitenly, thinking it would now be so much easy to charge the pen, got a new ipad 9 gen and thought buying a new pen and this one being the 2nd gen would be nice but to my surprise when I got the pen, it wasn't working. I search up how to connect it just to realize.. it only connects to ipad 10 and above, devastated and laughing out of disappointment and my stupidity I look for ways to return it and well, now the only way to return is to go to amazon itself which is very far from me so I paid the 6 dollars for them to come pick it up and in around a week I got my money back, I can't say much about the product apart from the fact that it was nicely packed and it’s quite pretty pen. Hope no one else makes this mistake and if they do, good luck. Lol",63 people found this helpful
Apple Pencil (2nd Generation),5.0,Apple never fails,"Reviewed in the United States on March 16, 2023",,True,It’s the best pencil for apple,
Apple Pencil (2nd Generation),5.0,Apple Pencil,"Reviewed in the United States on March 11, 2023",,True,Brand new and delivered quick. Authentic apple product. Would buy again for iPad Pro m2.,One person found this helpful
Apple Pencil (2nd Generation),4.0,"Excellent Overall for Drawing, Note Taking, However...","Reviewed in the United States on January 31, 2023",,True,"It can be a pain to switch between the pencil function and the eraser function. Sometimes I would accidentally tap it lightly and it would automatically switch to the eraser, and sometimes it would take lots of taps to switch between the two. However, it has a nice feel to it while writing and drawing, and I use it frequently for note taking in college.",4 people found this helpful
Apple Pencil (2nd Generation),5.0,Favorite apple pencil,"Reviewed in the United States on March 6, 2023",,True,I am loving this pencil so far. I will buy more but in different colors. First time owning Apple Pencil and I am hoping they came out with different colors.,11 people found this helpful
Apple Pencil (2nd Generation),5.0,Great,"Reviewed in the United States on March 6, 2023",,True,"It comes in Apple packaging just like I bought from Apple, works great with iPad",
Apple Pencil (2nd Generation),5.0,"Apple never fails,","Reviewed in the United States on March 11, 2023",,True,"What can  I say about apple , great product  does what it supposed to do  ,easy set up  work .",7 people found this helpful
Apple Pencil (2nd Generation),5.0,"Amazing, changed my ipad experience.","Reviewed in the United States on February 10, 2023",,True,"The title says it all, I already loved my iPad mini 6 and having this pencil and the notability app has changed my experience completely. Its amazing, from taking notes in your own handwriting to making perfect pictures in your notes. Plus the magnetic attachment and wireless charging is also excellent. I got it on sale so I feel even better about it.",9 people found this helpful
Apple Pencil (2nd Generation),5.0,I can’t live without it,"Reviewed in the United States on February 28, 2023",,True,I love it! I use my pencil everyday! I love the functionality of it and not having to remove a cap to charge it,
Apple Pencil (2nd Generation),5.0,"very good feedback, perfect stylus","Reviewed in the United States on March 2, 2023",,True,it's the apple brand so i believe it would work best with the apple products compared to competitors and the amazon deal is hard to pass up on,One person found this helpful
Apple Pencil (2nd Generation),5.0,Awesome,"Reviewed in the United States on March 23, 2023",,True,Awesome,
Apple Pencil (2nd Generation),5.0,Works great!,"Reviewed in the United States on March 17, 2023",,True,Came in great condition! And connects well.,2 people found this helpful
Apple Pencil (2nd Generation),5.0,Loved it,"Reviewed in the United States on March 16, 2023",,True,I loved it! Definitely worth it!,One person found this helpful
Apple Pencil (2nd Generation),5.0,Great,"Reviewed in the United States on March 15, 2023",,True,Does exactly what it says. Very nice,One person found this helpful
Apple Pencil (2nd Generation),5.0,Nice pencil for apple,"Reviewed in the United States on February 25, 2023",,True,Great accuracy for writing on my iPad mini gen 6 and iPad Pro Gen 3. I use it on writing apps and no complains so far.,One person found this helpful
Apple Pencil (2nd Generation),5.0,Apple Pencil,"Reviewed in the United States on March 14, 2023",,True,"Super, recomemend",One person found this helpful
