product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,amazing for cheap,"Reviewed in the United States on April 9, 2023",,True,this is an amazing little monitor for how expensive it is. its not super flashy or fancy but it gets the job done. super sleek and looks clean,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Very Light-Weight,"Reviewed in the United States on February 27, 2023",,True,"I bought these monitors to replace the VGA monitors I'd previously been using. I'm pleased with the size, brightness, and picture quality -- all a huge improvement over what I had been using, and at a great price. HOWEVER. These monitors are VERY thin and light, with a lightweight base. The result is that they move VERY easily. If I bump my desk, the monitors shift. If I have to reach behind them (such as to feed a cord behind the desk), I'm afraid I'm going to bump them and tip them over. If I'd shopped for these in store instead of online, I would have purchased something that's more stable/more hefty. Overall, though, I'm happy with them.",2 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Nice but no sound,"Reviewed in the United States on March 26, 2023",,True,"Wasn't paying close enough attention I guess, but this model does not have built-in speakers.  And that's my only complaint.  But, as I use it as a second monitor on a notebook running my DMX lighting and another notebook providing the audio anyway I do not need them.  Just a heads-up in case that matters to you.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Best Budget Monitor,"Reviewed in the United States on February 6, 2023",,True,"For $90, this is the best monitor you will get. I was on a budget and decided to get this monitor as an external display for my laptop, I use it for gaming and everyday use.Pros:- Good size (I wasn't looking for a big monitor)- Fairly thin bezels. They are still a bit thick but aren't as bad compared to other monitors.- Decent color accuracy- 75Hz is fairly smooth. There is some ghosting when you're gaming, but if you don't pay too much attention, you won't notice.- Good for gaming.Cons:- Took me a while to calibrate. This monitor does not come out color accurate out of the box. The whites aren't always white and blacks aren't always black.- Screen bleeding. Being an IPS display, it's kind of bound to happen. If you lower the brightness, it won't be so bad (depends on where and how bad your screen bleed is)- No HDMI cord- No built-in speakers",8 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,It is just amazing over all,"Reviewed in the United States on April 10, 2023",,True,I love it it is prefect if you want a 2nt small monitor biger than a laptop,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Doesn't have sound or even a plug in for it.,"Reviewed in the United States on March 30, 2023",,True,"Was thrilled with the picture quality and size, but it did not have built in sound.  This was going to be used for a desktop, which I could've added speakers to, but defeated the purpose.  Otherwise a very good deal for the money.. just no sound.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Great,"Reviewed in the United States on April 10, 2023",,True,"Use it only for my PS4, great picture and easy to set up.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,My son loves it,"Reviewed in the United States on March 20, 2023",,True,"My kiddo asked for this for his birthday. He needed an hdmi cable (separate purchase) to connect it to his laptop, but it is a much larger screen and better quality than his laptop. He’s thrilled with this gift and it’s working great for his gaming needs.",One person found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Clear and crisp display,"Reviewed in the United States on March 19, 2023",,True,"The display is clear and crisp, providing great color and contrast. It's also very easy to set up and use. The build quality is solid and the screen is lightweight, making it easy to move around. Overall, a great value for the price.",One person found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Computer screen,"Reviewed in the United States on April 9, 2023",,True,Excellent color,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Great Value,"Reviewed in the United States 🇺🇸 on March 6, 2023",,True,You’d be hard pressed to find a better 21.5 inch monitor at this price. It’s perfect for for almost all applications. I don’t game. The screen is very thin. I bought a second monitor after using the first one. I’m knocking a star off because it should ship with an hdmi cable instead of the obsolete DVI cable.,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,"Good, Cheap Monitor","Reviewed in the United States 🇺🇸 on March 18, 2023",,True,"The colors are bright and the picture clear. For a sub $100 monitor, you can't ask for much more! I used this for a virtual pinball table build I'm working on and it looks great!",One person found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,"Second Day using the monitor, really good","Reviewed in the United States 🇺🇸 on February 17, 2023",,True,"Just got the monitor yesterday and I gotta say, this is a realllly good monitor. It may not be the best for gaming (You still can game with it, it's refresh rate isn't the best) but overall the monitor is REALLY good for the price it's at. Not to mention a cool thing about the monitor is when you boot up your PC the monitor also automatically boots up. Therefore meaning you literally don't have to press the power on button on your monitor. Another Win for Asus, as usual.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,excellent,"Reviewed in the United States 🇺🇸 on April 5, 2023",,True,i loved product,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Easy to Install.,"Reviewed in the United States 🇺🇸 on March 15, 2023",,True,"I don't use it for gaming so can't offer an opinion on that, but for streaming movies and general computer use, I am quite satisfied.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Priced right for my home office work,"Reviewed in the United States 🇺🇸 on March 29, 2023",,True,Great monitors. Love them. Great picture quality,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,"Lightweight, great size, affordable!","Reviewed in the United States 🇺🇸 on March 17, 2023",,True,"This is my go-to for ordering monitors for my office. Love the quality for the price, and how lightweight and slim they are. Great product.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Simple and basic and perfect,"Reviewed in the United States 🇺🇸 on March 19, 2023",,True,"Sent as a gift. Used mainly for gaming. Great resolution, thin, lightweight and gives crisp pictures.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,"Great monitor, but experience and consistency could be better.","Reviewed in the United States 🇺🇸 on December 8, 2022",,True,"Overall, I like these monitors. I bought 2 in order to complete my dual monitor setup. Being IPS monitors, they have great viewing angles, and the picture quality is very nice. These are considerably better than 2 previously bought items.However, my ordering experience definitely could be better, along with some other things like product consistency. My first order was shipped to a completely different address. Secondly, my 2 monitors seem to have a strange difference. The first one that I received had a max refresh rate of 60hz, despite the label. What's even weirder is that my second monitor DID have 75hz, so either I was given a slightly different product or there's something wrong with it that's not due to the monitor. Finally, I still can't understand why these packages came with VGA cables, rather than HDMI. It really doesn't make sense in my opinion.I'm not too bothered by the refresh rates, as I only need the 75hz as my main monitor while my second monitor can be the 60hz. However, I just wish that consistency could be improved.",17 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Some kind of glare at the bottom left corner,"Reviewed in the United States 🇺🇸 on March 25, 2023",,True," It's probably one of the best monitors you could get for the price. Good looking display, 75hz refresh rate, good selection of settings. Only downside (for me at least) is some glare when there's dark parts being shown on the bottom left corner. Hopefully it's an issue with some in stock and not a common problem.",One person found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,works well,"Reviewed in the United States on March 12, 2023",,True,"This is a good monitor.  No problems, works well and has been since i purchased it.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Cálidad - precio,"Reviewed in the United States on March 9, 2023",,True,"Un excelente monitor por su precio, aunque no disponga de sonido la calidad es más que suficiente por su precio.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Overall good,"Reviewed in the United States on March 10, 2023",,True,I bought two to use for work and they’re great. They’re also pretty good for gaming,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Bright & Clear Monitor,"Reviewed in the United States on March 12, 2023",,True,"Very nice, clear & bright monitor. I recommend this one.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Not a single trace of over heating,"Reviewed in the United States on March 7, 2023",,True,Picture is very good refresh is excellent .Good quality and nice on the eyes.,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,"For the price, you can't beat this","Reviewed in the United States on March 11, 2023",,True,Exactly what I wanted.Needed this for my garage computer,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Rating game monitor,"Reviewed in the United States on December 20, 2022",,True,My son had the gaming pc with the tower and all plus a few extra accessories which I had purchased at a gaming electronic store.When I buy that type of stuff I like to buy the best or close to it so you definitely get your money’s worth.So this time we went to Best Buy because his pc started acting up clinching not saving and running very slow when he tried playing his games.So after talking to a geek squad employee he cleaned the tower and we ordered his monitor off of the Amazon app and it works GREAT. WE R VERY HAPPY CUSTOMERS.The monitor is def a great size for gaming.,5 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Great monitor can’t beat the price,"Reviewed in the United States on March 4, 2023",,True,I love this monitor so much I have two of them,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Works for me,"Reviewed in the United States on March 7, 2023",,True,I'm happy with the product.,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Good quality,"Reviewed in the United States on February 28, 2023",,True,"Bought 2 of them 3 months ago for my work, they look and work great.",One person found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,Not as advertised,"Reviewed in the United States on January 26, 2023",,True,The monitor first showed up to my door broken but I got my refund. After using the monitor it only runs 60hz and not 75hz as advertised.,2 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Great monitor for the money!!,"Reviewed in the United States on February 16, 2023",,True,"I like the fact that there is no tuning to do, only pick the type of set up, gaming or drawing etc, and your set",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Economical,"Reviewed in the United States on March 2, 2023",,True,Best screen for lower price.,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Great Monitor for the price!,"Reviewed in the United States on February 17, 2023",,True,Perfect second monitor. Screen tilts forward and backward slightly but does not move vertically which is ok on the desk I'm using. Other than that its perfect!,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,"Great quality, fantastic price!","Reviewed in the United States on February 17, 2019",,True,"I purchased this monitor for my wife to use with her Alienware R17X4 laptop. She had broken a key on her keyboard but also wanted a little larger screen. So, I purchased a wireless keyboard and this monitor. She now uses the powerful Alienware laptop as a desktop with a larger display and a wireless, movable keyboard. She is a very happy camper.Others have commented on the great graphics, thin design, and good quality build for a great price, so I won't repeat those details here. I will however point out a few tips:1. At first, it seems the stand will not tilt. But it does! Grasp the stand firmly and then tilt the monitor back to the desired position. Note it does not tilt forward or side to side, but does tilt back (facing more upwards towards your eyes) which really helps in most settings.2. If you don't get a signal, make sure you plugs the HDMI cable into the ""HDMI out"" port on your PC, not the ""HDMI in"" port. Duh. I had mine plugged into the wrong port until I found my reading glasses and saw the problem.3. We changed three settings which you may want to also do if you have a laptop. First, we changed the display settings to choose between ""Second screen only"", ""Duplicate"",  or ""Extend"". We chose ""Extend"" so she can have two documents open at once on the two monitors, her laptop screen and the new monitor. You just drag one document off the edge of the monitor to move it to the other screen.4. Next, we found that closing the laptop, when she only needed one screen, put it into hibernation and shut everything down. We went into Control Panel and changed Power Settings under ""What happens when you close the lid"". We changed it from ""Hibernate"" to ""Do nothing"". Now the laptop keeps running even when the laptop is closed.5. Third, most Windows laptops are configured so you have to drag things off the right edge of your new remote monitor to get them onto the laptop screen. However we wanted her laptop setting to the left of her new monitor, so it was confusing to have to drag something off the right-hand edge of the monitor to get it onto the left-hand screen on the laptop. We went back into display settings, where you can drag the two monitors in the settings to reverse them. Now, she can drag items from the left-hand screen to the right-hand screen by dragging them in that direction, and vice versa. Much more intuitive to use that way.With those changes to the settings, she can open the laptop and use it as two monitors, dragging and dropping documents and apps from one screen to another. When she closes the laptop lid, it reverts to a single monitor (the new Acer) but does not go to sleep. This is perfect for what she needs. She can still power off the monitor when not needed for an extended period. Also, the laptop speakers still work when she turns on the sound even when the laptop is closed.I highly recommend this monitor for anyone wanting a very good quality, cost-effective solution.",7 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Great monitor,"Reviewed in the United States on February 10, 2023",,True,"Needed a 2nd monitor to work from while on travel away from my office. This monitor was PERFECT!! Good size, great picture, very easy set up and super light!!",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Good Value,"Reviewed in the United States on February 9, 2023",,True,"Good solid monitor.  Have it connected to M1 MacMini and live-streaming with OBS.  Not sure it would be great for gaming (bit small), but works great for general use.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,DIDNT COME WITH ALL CORDS !!,"Reviewed in the United States on February 2, 2023",,True,It DID NOT come with all of the cords…. Not happy,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Gran Monitor por precio ultra bajo,"Reviewed in the United States on February 14, 2023",,True,"De lo mejorcito que hay por el precio que se paga, aparte que tiene FreeSync y tiene un gran calidad de imagen.",
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",4.0,5 Years Of Use,"Reviewed in the United States on December 15, 2022",,True,"I had this screen for about 5 years and it's colors for it's price are pretty amazing until you get into a $250 or above price range with LG HDR monitors, a few pixels went out about a year in but I had no other issues with it and used it for about 5 years until one day it died. Good monitor for the price if you don't need a big monitor above 1080p.",2 people found this helpful
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,A good priced monitor.,"Reviewed in the United States on February 6, 2023",,True,It is really a good priced monitor without much major issues. If they get around to offering a cheap 144hz one I'll buy it in the future.,
"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi",5.0,Monitor,"Reviewed in the United States on February 15, 2023",,True,Bought it for the wife. Loves it and uses if for work purposes.,
