product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Not bad!,"Reviewed in the United States on February 18, 2023",Color: Black,True,"I just needed a replacement camera that wasn't over 50 bucks, and I found this one. The microphone is probably the best part of it. Now, I wouldn't say it's the best camera, but it is great for the price. The quality is alright, but it's slightly pixelated. The saturation is not the best, some colors look very plain and pixelated. Yes, you can change the camera settings for a better quality video.. And I did that. But, it didn't really work out that well. But overall, for only 20 bucks, it's pretty good! It's not huge either. It's small, good-ish quality, and I like the cover on it. I say it's a good replacement and you should get it!",7 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Works right out of the box! (Linux Mint),"Reviewed in the United States on April 7, 2023",Color: Black,True,"I don't often review purchases but when I do I am impressed. This webcam was plug and play. Currently running Linux Mint 20.3. I plugged the camera in, opened the Cheese app and it worked flawlessly. The camera audio quality was good as well. At this price it is an awesome bargain!",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,It doesnt have built in speakers.,"Reviewed in the United States on April 10, 2023",Color: Black,True,"The camera works fine and it couldn't be easier to install. However, it doesn't come with a built in speaker which is extremely inconvenient.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,It works as expected...,"Reviewed in the United States on March 2, 2023",Color: Black,True,"I had to go online since the instructions did not address what to do with a Mac which doesn't have the input that this camera has.  I am using it with a lap top/large monitor.  The picture quality is ok but not like with face time but it will do.  I thought the price was good, which is why I bought it. I like the security feature of the camera lens cover.  In the past I have used a piece of tape so that is a plus.",2 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,High dept,"Reviewed in the United States on April 13, 2023",Color: Black,True,"Shows more around you, makes you look more professional if need be, easy to plug in",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Works as should,"Reviewed in the United States on March 27, 2023",Color: Black,True,"I have no complaints.  It works as it should.  I purchased it to sit for my CPC exam and had no issues.  If it could change my ugliness that would be great, but Im sure they would charge a lot more money for that feature.",One person found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Plug and play,"Reviewed in the United States on April 10, 2023",Color: Black,True,"Excellent especially for the price, exactly what I was looking for.  I am a piano teacher and use it as a top camera for my keys when I teach on zoom.  Works great, easy.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,It’s ok,"Reviewed in the United States on April 2, 2023",Color: Black,True,It was very easy to set up and the price is really good. However I wouldn’t say it’s 4K. The quality is not that great! It’s good enough though,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,"Works well, no fish eye","Reviewed in the United States on March 26, 2023",Color: Black,True,Works fine. Feels cheap and doesn’t really adjust to the top of the screen. I went through a few before sticking with this one. Kept it because the camera works well as does the mic. Great for the price.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,High quality at a low price!,"Reviewed in the United States on March 24, 2023",Color: Black,True,"It is a better camera than the Logitech that I used to swear by...it whited out everything.  Not this new one, it looks great all the time.  And, I figured out quick that I have to clean up behind me for it takes in a lot for a 78° field of view!  I use it mostly for Zoom meetings at work.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Works very well,"Reviewed in the United States on April 13, 2023",Color: Black,True,This seb cam works very well. Its picture is clear and its audio just fine. my only reservation is that its mounting system is not very secure.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Get it,"Reviewed in the United States on March 26, 2023",Color: Black,True,its actually a really great camera. I looked at every webcam on here cause my girl is in college and my monitor didnt have a camera but it does the trick and she had no complaints. looking at everyone in her zoom meeting her camera was one of the best. worth the money.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Plug and play. Wide angle of vision.,"Reviewed in the United States on April 9, 2023",Color: Black,True,"Easy to just plug and play, nice lens covering for privacy. The angle of vision is wider than most other cameras but works fine for video conferences.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,It’s a 3-4 star product.,"Reviewed in the United States on March 11, 2023",Color: Black,True,"Quality is ok, video is clear. If you just use it occasionally, then for the price it’s a good product.The thing is you need to download an app first and adjust the settings from 50Hz to 60Hz, otherwise the video has continuous “black waves”.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,works as advertised,"Reviewed in the United States on March 22, 2023",Color: Black,True,"use this for video chats with friends, family and doctors. worked great right out of the box. the picture on my end looks a little dark but the people we have chatted with have had no complaints. Price is good and quality seems fine. still new so hard to be sure",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Easy Set Up!,"Reviewed in the United States on February 16, 2023",Color: Black,True,The quality was amazing! Pretty clear! Also it was so so easy to set up digitally! I just plugged in the USB to my computer and turned on Zoom and it worked automatically! Only complaint is how to put it on my monitor. It has a hole for a tripod but fit kind of awkwardly on my monitor. Will have to tinker with it a bit to see how to best use it- and get my best angle.,2 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Good basic camera,"Reviewed in the United States on April 8, 2023",Color: Black,True,Nice little camera for a good price.  Installs easily and clips to the top of the monitor very simply.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,The item was quality made.,"Reviewed in the United States on April 9, 2023",Color: Black,True,I like that it works great I have had no problems with the cam or built in mic.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Works well,"Reviewed in the United States on April 14, 2023",Color: Black,True,Replace a ten-year-old webcam with this one and very happy with the upgrade.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Good Quality,"Reviewed in the United States on April 11, 2023",Color: Black,True,Very affordable product and good sound and video quality. Works for what I need.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Excellent,"Reviewed in the United States 🇺🇸 on April 6, 2023",Color: Black,True,The computer recognized the camera immediately and was operational within a minute of connecting. The picture quality is excellent.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,easy to use,"Reviewed in the United States 🇺🇸 on April 8, 2023",Color: Black,True,I plugged it in and entered a zoom meeting. It was very easy to use.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Great price for a great camera,"Reviewed in the United States 🇺🇸 on April 11, 2023",Color: Black,True,"Easy to attach, easy to download. Very happy with product.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Great webcam but left at wrong address!,"Reviewed in the United States 🇺🇸 on March 9, 2023",Color: Black,True,"I am lucky my neighbor is honest and brought this to my door, as it was left at an address two doors down!!! So I updated my one star review. I really like this webcam. It was easy to set up. the sound could be better but I am only using it for job interviews. the picture is great and the sound is adequate. I recommend this as the price is very reasonable.",2 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,"convenient, clear picture, works well on my computer","Reviewed in the United States 🇺🇸 on April 11, 2023",Color: Black,True,"convenient, clear picture, works well on my computer",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Camera looks and sounds great puts out a good picture,"Reviewed in the United States 🇺🇸 on April 8, 2023",Color: Black,True,This camera works very well with my Windows 10 proThank you,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,It is amazing. If I were rating this it would be a A00,"Reviewed in the United States 🇺🇸 on April 9, 2023",Color: Black,True,Clear picture as I was enter acting over zoom with 15 people.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,the product arrived quickly and was easy to set-up and use right away.,"Reviewed in the United States 🇺🇸 on April 7, 2023",Color: Black,True,Let's try for a cordless USB connection at a reasonable price.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,This is a great webcam,"Reviewed in the United States 🇺🇸 on March 10, 2023",Color: Black,True,"I’m not a tech girl where I have to have the highest specs for my technology, but I do like to get great quality stuff still. This webcam picture quality is great, and the microphone is not to bad either. I would recommend this for people who work from home like I do.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Affordable and efficient,"Reviewed in the United States 🇺🇸 on January 1, 2023",Color: Black,True,"Have been using it for a couple of weeks now.Pros:* Background noise was not noticeable for other participants in video calls.* Easy and straight forward installation.Cons:* Cable is fixed to the camera, so if it breaks (or if a shorter length is desirable), nothing can be done about it.* Attachment to the top of the monitor is not via a clip/spring, but rather the camera is simply placed upon the monitor with a supportive 'arm' from behind. this insecure installment means one cannot attach the camera to the bottom, or side of the screen, and that it may fall/tip over if hit. I would have preferred a more versatile and robust attachment.Overall, good value of money and gets the job done.",16 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Does what it should for the price,"Reviewed in the United States on April 3, 2023",Color: Black,True,"Nothing fancy, just a working camera that you can use for work/ school zoom meetings.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,they don't emphasize this is a very wide screen camera with you as a small part,"Reviewed in the United States on January 13, 2023",Color: Black,True,"This camera has a great interface, it works very well and is easy to use. However I bought it to replace my too-wide screen webcam and what I got is another extremely wide-screen cam. So if you are looking to do a zoom with 3 or 4 or more of you together on the cam, that is great. If there is just one of you, be prepared to either put your entire device screen as close to your face as possible, or just sit there with a wide shot and you as one small part of it. I wish the photos in the ad had reflected this.",20 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,"Camera works great, color is okay","Reviewed in the United States on February 16, 2023",Color: Grey,True,"This is a great camera for the price, good is pretty good, clarity is good but the colors seem a bit dull—I have to see if this can be adjusted. Otherwise, pleased with the purchase for the lower end price.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Great camera and good mic,"Reviewed in the United States on April 4, 2023",Color: Black,True,"It's great for zoom. No software, just plug and play. It's great",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Good value for the money,"Reviewed in the United States on November 23, 2020",Color: Black,True,"Got the camera, plugged it in and it just worked on one Windows 10 computer. Had to adjust privacy settings on a 2nd Windows machine to allow Zoom to access the camera before it would work - so beware that Zoom doesn't give you an error message other than something like 'cannot access camera' if your Windows privacy settings for the camera excludes Zoom.Picture quality is more than adequate, though not as good as the built-in webcam on my Dell Precision 5520. Really, no complaints here.  Again, be aware that Zoom shows you a very poor quality image - the 'Camera' application on Windows 10 will show you a much better image from your camera - so don't use Zoom to evaluate the camera.I was a bit worried that the audio level on the camera was too low. For starters, there's no opening on the case that I can see for a microphone.  (Some investigation would indicate that the entire top surface of the camera is coupled to the microphone. I have no idea how this does not produce distorted audio unless they have some kind of filter to handle it...)  And even with the input level turned up all the way (helpfully described in the included manual - see image), it doesn't record at a level that is as high as my 5520's built-in mic does. See Audacity image showing audio levels where first I was recording with the camera mic, then the 5520's built-in mic. But in actual testing (over Zoom), the actual audio level is less but not enough to require the other user to have to change their volume setting. The scenario I'm trying to avoid (with an old external camera) is that the audio level is too low so that your meeting participants have to adjust their volume (up) just for you when you are speaking.Physically, it sits nicely on top of my Dell 27"". The mount does cover the first 10pixels or so at the top of the screen as it hangs down about 1cm, and the monitor has a fairly thin bezel.  If I made a small square of material to put in there (maybe 2mm thick), I could probably get it to set up a bit higher and not block that bit of the monitor.  (Another camera I bought and returned had a similar mount, but would not actually sit in a stable way on top of this monitor due to the way the back curves from the top to the vertical back of the monitor.)Bottom line: this one is a keeper.** UPDATE **I have discovered that in a bright room (in my house, our South facing common room with lots of windows), the light levels are fine for people, but not for the camera. The image is completely blown out and not usable. Apparently there's no auto gain control.  Also, there's a question about this on Amazon, and the seller replies that there is not manual adjustment for this. So, don't plan to use this in a bright room or outdoors on a bright day. Dropping to 4 stars.",26 people found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,This Webcam is great!,"Reviewed in the United States on April 6, 2023",Color: Black,True,I brought and extra one for my Mac.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,great plug and olay,"Reviewed in the United States on March 24, 2023",Color: Black,True,Just plug it into a USB socket and it self-installs. All you need to do is make sure your PC settings point to this camera,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Quality,"Reviewed in the United States on April 9, 2023",Color: Black,True,Camera works great,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Nice Product,"Reviewed in the United States on April 6, 2023",Color: Black,True,Very clear video on zoom calls.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Good Picture,"Reviewed in the United States on February 26, 2023",Color: Black,True,Great  picture and easy set up. Would have given 5 stars if the chord wasn't so short.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Great for the price,"Reviewed in the United States on March 21, 2023",Color: Black,True,"I’m a full time college student and use this daily for webinar/zoom meetings , the mic built in works great and is cleared and not muffled.",
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,Excellent quality,"Reviewed in the United States on March 9, 2023",Color: Black,True,When my laptop  camera could not be repaired the technician recommended I buy an external camera. This camera is much higher quality  than the installed camera with a wider angle lens that easily can cover two people. The image is really good.,
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",4.0,Not bad for the price,"Reviewed in the United States on January 16, 2023",Color: Black,True,I bought this since I work from home and have Teams meetings all the time.  My laptop’s camera is horrible so I wanted something more professional without breaking the bank.  I can say it’s definitely a wider view and better video quality.  Not amazing or anything but an improvement.  Can’t say I would buy it again as next time I’ll spend a little more money but it’s right for the price and easy plug n play.,One person found this helpful
"EMEET 1080P Webcam with Microphone, C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop",5.0,"Cam is average, mic is trash","Reviewed in the United States on February 4, 2023",Color: Black,True,"The built-in mic is absolute garbage - keep that in mind.  You'll want a separate one.  It's tinny, has a tiny range, and made me sound like a robot.  I tried being closer, but then the camera image was VERY my face and no one wants to so that - this is for job meetings, after all!The camera is great.  Wide-angle compared to my laptop's built-in camera, but it has excellent picture quality.  Very light-sensitive, so I advise having the space lit properly before turning it on.  It also has lovely color recognition - my longer dark hair on dark clothes was actually visible and didn't just blend in to the jacked I was wearing.tl;dr camera does the job, good images, crappy audio/microphone",6 people found this helpful
