product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Awesome monitor,"Reviewed in the United States on March 10, 2023",Style: Monitor,True,"Really liked this model, bought mine a few years ago for close to $100. Liked it so much that I decided to buy another but the price had gone up. The stand is sturdy, heavy and built right. It can tilt, adjust the height and turn into a vertical profile. Very versatile device. The speakers are good, nothing mind-blowing but they deliver good sound. I primarily use mine for work.",2 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Great budget monitor!,"Reviewed in the United States on March 31, 2023",Style: Monitor,True,"Great budget monitor, you get more than you pay for. The built in speakers is a HUGE plus",
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,Like it but shorts…,"Reviewed in the United States on March 15, 2023",Style: Monitor,True,It’s either the HDMI cord it comes with has shorts or the port does. I find it very annoying but work around it. Other than that it’s great and would buy another. Image quality is breathtaking. I use it with a Mac book pro and the colours come off so well,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,I bought two!,"Reviewed in the United States on March 3, 2023",Style: Monitor,True,"I bought one of these a year ago and was so happy with it I came back and bought a second.  It's overall quality is great, my only critique is that the speakers cut in and out a bit on the second one.  Otherwise it's great, I play steam games and it keeps up well, I also use it for Photoshop editing and have no complaints.",2 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Picture Quality,"Reviewed in the United States on March 16, 2023",Style: Monitor,True,I am very pleased with my new HP monitor the size is just right for my office the picture quality is very good along with the sound. It was very easy to put together. One happy customer.,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Picture,"Reviewed in the United States on April 2, 2023",Style: Monitor,True,"This monitor is great for Business, love the quality it preforms at. Would recommend anytime.",3 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Great monitor,"Reviewed in the United States on March 10, 2023",Style: Monitor,True,I bought 2 of these monitors for my home office/ gaming systems. I love the HDMI/ Displayport dual connections make it easy to switch inputs quickly and easily. The picture is clean and crisp. They are great monitors and live up to HPs reputation.,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Solid monitor for the price,"Reviewed in the United States on March 24, 2023",Style: Monitor,True,"Works well, no complaints. Speakers are only ok but gets the job done without having to have external speakers cluttering my desk.",One person found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,LOVE THIS!,"Reviewed in the United States on March 23, 2023",Style: Monitor,True,WORKS VERY WELL FOR THE PRICE COLOR AND CALIRTY IS AWESOME AS WELL I USE IT AS A SECOND SCREEN!,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Great little monitor,"Reviewed in the United States on March 8, 2023",Style: Monitor,True,"And not even that little. :) Good picture as expected, Nice profile, doesn’t take up much square footage on my desk & works like a champ. Had to buy a webcam but that’s no big deal.",
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Easy to get started,"Reviewed in the United States 🇺🇸 on April 1, 2023",Style: Monitor,True,All good.,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,Screen has lighting spots,"Reviewed in the United States 🇺🇸 on March 10, 2023",Style: Monitor,True,Everything is great including the built-in speaker but there are few lighting spots on the bottom of the screen which are annoying noticeable when using dark theme and watching movies/videos.,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Exceeded expectations,"Reviewed in the United States 🇺🇸 on March 30, 2023",Style: Monitor,True,,2 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Great monitor + 75Hz + HOW TO FIX LOW VOLUME SOUND,"Reviewed in the United States 🇺🇸 on December 10, 2020",Style: Monitor,True,"This HP 24mh monitor has a clear, crisp display and is the perfect size for desktop use (not too big, not too small).  It accepts both HDMI and DisplayPort inputs (and even VGA for old school PCs).  While Windows will select 60Hz refresh rate by default, you can go into Windows' display settings and select 75Hz refresh rate for this monitor.  The 75Hz refresh rate really does help smooth out motion.  You should also go into the monitor's ""Image"" menu setting and set Response Time to Level 3 which provides the best VSYNC performance.  One of the best features that places this monitor above and beyond its price range is the 90-degree rotating screen, height adjustment, and swiveling base.  The stand is rock-solid without any wobble.  The speakers are just fine once you discover the menu control I explain below:HOW TO FIX LOW VOLUME SOUND:  The built-in speakers are better than some reviewers indicate.  I believe most people don't discover that the monitor menu has its own volume control that's set to 50% volume by factory default.  If you just connect this monitor to the PC you'll automatically get sound through the HP speakers via HDMI or DisplayPort (you only have to use the separate audio cable when using the VGA input).  But no matter how high you turn up your PC volume control, you'll only get 50% volume from the monitor's speakers which is why people complain about low volume.  To fix this, all you need to do is go to the ""Management"" tab of the monitor menu, select ""Audio"", and then turn up the volume control from 50 (default) to 100 and you'll find the monitor speakers are plenty loud.  After that, you'll only have to use your PC volume control as normal.This is a great quality monitor with features beyond its price range.  Fantastic value, HP!ADDITIONAL NOTE:  HP sells an identical monitor to the HP 24mh under the model P24h.  The only difference is that the P24h has a black plastic logo strip along the bottom instead of silver like the 24mh.  Everything else is identical (specs, speakers, height adjustable stand, etc.) plus the P24h comes with both an HDMI cable and a DisplayPort cable.",789 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Excellent value for money: perfect for a home office,"Reviewed in the United States 🇺🇸 on February 5, 2023",Style: Monitor,True,"Needed a a screen for home office use (Office apps, email, spreadsheets, zoom, etc), and not for gaming.This monitor is excellent value for money. Great resolution, perfect for working on several docs at once.Worked out of the box with no need to adjust any settings (Win 11 Pro,64-bit).The two speakers are a nice touch; allowed me to get rid of 2 tiny external speakers. Sound more than adequate for soft background music while working, and for zoom calls.",2 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,"HDMI for Video and PC Speakers for, well, you know. Doesn't keep that info saved.","Reviewed in the United States 🇺🇸 on March 15, 2022",Style: Monitor,True,"This is from my Son..Hello, Update: I really don't like the back speakers.  I've upped the volume in the button prefs, but I won't be buying another Monitor where they're in the back.  The colors are fantastic.  If I use the DisplayPort, when switching to a game I discovered I have to press the power button on the monitor, let the light go out and press it again to turn on again.  The has returned!  If I exit a game, and go back to Desktop, I usually have to repeat that process.  Using HDMI...zero problems. I have an odd setup, and I wanted to keep the Motherboard Stereo vs GeForce 780's HDMI sound.  But the Monitor kept switching back to HDMI for both every time I turned it off, then later on again.  I then had to go into Monitor settings and change it again.  I, honestly, forgot that my nVIDIA board has HDMI in the video hardware.  Otherwise, this Monitor is doing everything is should and doing it well.  Since nothing is perfect (done, complete, cannot be added to...final).  I would suggest that HP rethinks where the speakers are located.  I'd prefer them to be in the front.  You loose some decibels when they're in the back.  If you're in an Apartment, having the speakers in the back could be less helpful (which I am).  I'm considering doing a cheap fix, ""route"" the sound to the sides...to the front.  Otherwise, I really dig this Monitor. Windows 7 looks / sounds great with it.  Yep, I still adore that version of Windows.  10, horrible GUI, 11...is a little better.  I had to install Realtek's HD Audio driver for all 3 OSes to get the PC Speakers to function.  Once I remembered the nVIDIA has HDMI, I bought a DVI to HDMI..and went that way.  I also disabled the Autio-Switch before doing that.  They have the good fine-tuning controls which makes things sweet. Only problem is...it doesn't save (""remember"") settings.  So that's something they might consider looking into...for oddballs.  HA! I haven't been a fan of HP in many years since their products have become cheap and unreliable for many years.  Before then, they were a GREAT brand.  Since the new printer with the long lasting Ink was released, and my Mother loves it, and since I'm her Tech, I've used it often and it's doing better than 2 other versions of Printers.  So, after checking the reviews here...I thought I'd go ahead and give this a go.  I'll check back later and update after some months.",One person found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Good Stuff,"Reviewed in the United States 🇺🇸 on February 24, 2023",Style: Monitor,True,"I'm not a try hard, but I do appreciate the graphics on this monitor as opposed to what i had before. If your a competitive gamer maybe I wouldn't get this, but if your a regular gamer and laptop user then you'll like it!",One person found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Get this monitor!,"Reviewed in the United States 🇺🇸 on March 5, 2023",Style: Monitor,True,I am very happy with my 2 monitors. Everything as described. Love the movement options.  You won’t be disappointed!,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Great Monitor for the Price,"Reviewed in the United States 🇺🇸 on January 10, 2023",Style: Monitor,True,"I purchased a Samsung 24"" monitor that would fit my custom desk. Problem I had right off was that the Unorthodox way the monitor was powered. Need to use (2)  power cords and I didn't like the controls and tint. So I found myself searching for a monitor that would fit just right dimensionally. After looking again after the Samsung, the monitor was right in front of me where I work. Perfect size, no silly power cords. Color, Tint and picture quality was excellent. Easy controls and more controls than the more expensive Samsung. The screen is a Anti-glare screen and for this price, wasn't getting any shadows or glare on it.I really like how the cords connected and the monitor stand was Extremely easy to put together. Unlike the Samsung where I had to install (2) very small screws.  For this price highly recommend!",12 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,Check HP Products for VALID SERIAL NUMBER IMMEDIATELY,"Reviewed in the United States 🇺🇸 on October 26, 2022",Style: Monitor,True,"I like this monitor. I love the height adjustment! It will be so much nicer than bending my neck to look down at my all-in-one. Hard to find a height adjustable monitor at this price.I did have a bit of trouble getting the operating manual. Spent way too much time looking for a manual for this model on the HP website. FINALLY noticed Get Product Support on the order details page. I soon talked with a very nice human being who sent me a cut and paste address for the manual.Unfortunately, I haven't gotten to use it much, other than to check screen quality. I ordered an HP desktop from another vendor at the same time. In my quest to get some questions answered about the computer, I found that HP had no record of the computer's serial number. After some googling, I found that is a thing with HP. They don't have a very reliable system for keeping track of their serial numbers. AND, if you have no serial number, there is no way to communicate with HP. Plus, you have no warrantee. Many people find out they have no valid serial number too late. Even the tech guy at the store where I bought the computer had had the same problem. He spent months (in vain) trying to get satisfaction from HP. I am still looking for a NON HP desktop.",25 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,Esta muy bonito,"Reviewed in the United States 🇺🇸 on March 7, 2023",Style: Monitor,True,Solo los acaparadores no cumplieron mis expectativas,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Excellent Monitor,"Reviewed in the United States 🇺🇸 on February 22, 2023",Style: Monitor,True,"An excellent monitor with a minimal bezel at a good price. The directions to the user were rather confusing, saying that you needed to download a driver that, in actuality, is not needed and does not exist!",
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Very nice monitor for both Windows and Linux,"Reviewed in the United States 🇺🇸 on January 17, 2023",Style: Monitor,True,"I bought one of these and connected it to my laptop running Ubuntu 20.04 LTS. It worked very well until a vertical streak appeared on the screen (it was till usable but not very aesthetic). It was covered under warranty, and they shipped a box to put it in for shipping, and I didn't have to pay anything for repair or shipping, but of course there was time involved in dealing with HP Support, packing the monitor, etc. I assume the problem was a fluke, and I bought another one for my Windows 10 laptop. So far so good, as long as the 2nd monitor doesn't develop a problem. These monitors are the perfect size for my desk, and they make my job as a software consultant much easier.",11 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,"It broke after 2 weeks, but they helped alot and are sending a new one.","Reviewed in the United States 🇺🇸 on December 22, 2022",Style: Monitor,True,"Honestly the only reason im writing this review is to share how helpful the helpline was at well.... helping.Had this guy as a secondary display for about 2-3 weeks and it worked perfectly. Unfortunately today as i turned it on, the screen remained black and buttons stopped working. I switched the display type from HDMI to display port and it still didn't work. I updated my driver, and did about everything possible to trouble shoot it but it was simply unresponsive.After reaching out to the helpline, they immediately thought of other ways to trouble shoot it and even set up a video chat so they could visibly see the issue. After a few more attempts there was no luck, and the display was simply bricked. The part i appreciate is that the dude was not only very very helpful and chill, but they are sending me a new monitor immediately.That whole process, plus the fact that it does exactly what is expected when working is why i gave 5 stars.",18 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Work monitor,"Reviewed in the United States 🇺🇸 on March 1, 2023",Style: Monitor,True,"This is the second one purchased, great monitor for work",
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,very nice unit,"Reviewed in the United States 🇺🇸 on March 3, 2023",Style: Monitor,True,looks very good on desk,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.0,What's Up with Mike,"Reviewed in the United States 🇺🇸 on January 16, 2023",Style: Monitor,True,"I have exactly what I need in these dual monitors. Picture quality, decent pricing, speakers for on-line meetings at work and the frame is what you expect from HP.If you prefer pretty over performance, but high-end monitors.",One person found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Looks Great,"Reviewed in the United States 🇺🇸 on February 9, 2023",Style: Monitor,True,"Very nice monitor. Plenty of adjustments. The HEIGHT adjustment is GREAT. Not a gamer, so I can not say how well it looks with games. At the current price can't be beat!!!",One person found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,No complaints from me on the HP 24mh monitor.,"Reviewed in the United States 🇺🇸 on June 7, 2022",Style: Monitor,True,"Just got the HP 24mh yesterday, but it has impressed me so much I had to give a review now, but will edit if I run into any problems later. Very nice picture quality, and there are a lot of adjustments that can be made to make it more to your liking. The stand is awesome, best monitor stand I've ever had. My last two monitors have been Asus, and was planning on getting another Asus, but I seen so many people saying how much they liked this HP, thought I'd give it a try. My last monitor was a Asus vs239h-P 23"" 60mhz., which was a fine monitor and served me well, but was wanting something a little bigger with a 75mhz. refresh rate, and with a Displayport connector. I like the picture quality better on the HP 24mh than the Asus vs239h-P. I don't game much, but I tried a few gams, and it looked good to me, but I'm sure a serious gamer would want something with higher refresh rates. They have a driver you can download for the HP 24mh at HP's website. Highly recommended!update: This is really an amazing monitor. If I get the settings just right and have a great source I can see images with this like I've never seen before. It's that good! My past two Asus monitors were great for reliability, one I used for 4 years, and the one before that I've had for 10 years, and still use it as a backup. Just hope the HP 24mh is this reliable.update: The built in speakers do a good job, not good for listening to music, but I never use a monitors built in speakers.Update 2-8-2023: Still a great monitor, and very glad I purchased it. For a great 1080p monitor look no further.",5 people found this helpful
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Very stylish and clean looking.,"Reviewed in the United States 🇺🇸 on February 16, 2023",Style: Monitor,True,Many adjustments to make color changes to make it easier on the eyes.  Cool looking monitor and not expensive.,
HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),5.0,Crystal Clear!,"Reviewed in the United States on February 18, 2023",Style: Monitor,True,This monitor was really easy to setup and has a really good picture! Very satisifed,
