product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,"Don't cheap out, get an OLED.","Reviewed in the United States on March 28, 2023",Color: White | Style: Console,True,"The Switch is $300, and the OLED is $350. So what do you get with those $50 extra bucks?-Bigger screen-Longer Battery Life (pro tip: lower the brightness and use airplane mode when wifi isn't needed. This can allot you 30-60 extra minutes of game time)-Stronger Wifi signal-Better Speakers-More internal memory (64GB compared to the Switch's 32).-Oh! And a metal kickstand that doesn't fail on you like a domino.I'd rather spend another week saving up money to get an OLED than cheapen out on a $50 difference.",24 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,My son loves it!,"Reviewed in the United States on April 14, 2023",Color: Neon Blue and Red | Style: Console,True,"My 11yr old would play this all day, all night if I didn't put restrictions!  Or play it myself!",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,I love this console,"Reviewed in the United States on March 7, 2023",Color: Neon Blue and Red | Style: Console,True,"I bought really late into the switch’s life cycle but man was it worth it. Games look absolutely gorgeous on the tablet it looks like a next gen upgrade just by how good the colors look and pop. Makes games look much better when handheld which is how I mainly play my switch and is what I recommend for those who plan on using it mainly handheld, but likes the option to use the dock to play with friends on games like Mario party or Mario kart on a TV.Great console and was worth it even this late.",5 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Awesome product!,"Reviewed in the United States on April 13, 2023",Color: White | Style: Console,True,My kids love this switch!  They went from the mini to this and what a difference.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,"Appealing, reasonably quick, glitch-free software","Reviewed in the United States on November 29, 2022",Color: White | Style: Console,True,"I have never owned a Nintendo Switch before, but have played games on and off for some years on PC, Xbox, Apple TV 4K, and on mobile phones. The Switch OLED intrigued me and my brief impressions, after buying one and toying with it a bit, are the following:On the plus side: the screen is bright with deep and impressive colors; the screen size is ample - much larger than that of an average 6.1"" phone; the charging adapter is sturdy looking; the joy-con controls and the Nintendo OS are both intuitive and easy to use; the OS appears to be reasonably glitch-free - updates are very quick and setting up two separate user accounts and linking them to two separate Nintendo accounts was very easy. Installing a micro SD card was also very easy and the console automatically updated to enable SD card storage. It will download content by deafult to the larger storage drive, in this case - to the micro SD.On the minus side: the bright screen quickly drains the battery; auto-brightness makes certain games look dim; charging is rather slow; purchasing games from the e-shop is a bit cumbersome; Nintendo will send you TONS of emails for everything that you buy/change, etc.If this is your first time (like it was for me) using a Nintendo Switch console, the most important thing to know, I think, is that you will need to create a user account on the console for each person who uses the console. Those user accounts ARE NOT the same as Nintendo accounts. You will need to make Nintendo accounts separately, preferably BEFORE you turn on the console for the initial setup. You won't be able to buy an individual or a family subscription for Nintendo Online until you start the console, set it up, link the user account you created on it initially to your (already created) Nintendo account, and then purchase said subscription through the console and not through another device.Other than that, the Switch OLED works well and has deep, vibrant colors. Time will tell how long the battery and everything else will last. The build quality is certainly good.",41 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Awesome handheld console,"Reviewed in the United States on April 17, 2023",Color: White | Style: Console,True,This came in handy to keep me busy,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Better than the lite,"Reviewed in the United States on March 14, 2023",Color: White | Style: Console,True,"The colors are vivid, and the screen is much bigger than the lite. The kickstand is pretty strong. Over all definitely happy I upgraded. Also the white joycons are gorgeous.I have one issue with it, which is because I upgraded I transferred all my data, but I forgot that you have to transfer Animal Crossing in game so I had to restart :(",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Perfect,"Reviewed in the United States on April 13, 2023",Color: Neon Blue and Red | Style: Console,True,A perfect game console to play all your favorites.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,It was exactly what it said it said,"Reviewed in the United States on March 22, 2023",Color: White | Style: Console,True,"Very happy with purchase. Came in unopened box with everything that it's suppose to and only thing I would changed if I could, is I would of got a different color instead of white... White gets too dirty very quickly",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Excelente y preciso,"Reviewed in the United States on April 10, 2023",Color: White | Style: Console,True,Mi hijo ama este juego. El lo disfruta y es muy práctico,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,best Switch for portable gaming..,"Reviewed in the United States 🇺🇸 on March 26, 2023",Color: White | Style: Console,True,"the only downside is the Oled screen isn't back-lit, so don't expect to see very well or at all when you play outside during the day.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Better than retail!,"Reviewed in the United States 🇺🇸 on March 13, 2023",Color: White | Style: Console,True,"There isn't much to say, it was delivered surprisingly fast! (You have to be there when the driver drops it off but I think that's standard) it arrived perfectly, not a single dent on the box, not a single mark. I was so happy to get this, plus it is slightly cheaper than if you would have bought it at a retail chain.",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,One of the Best Products Ever Made - Period!,"Reviewed in the United States 🇺🇸 on January 24, 2022",Color: Neon Blue and Red | Style: Console,True,"First, to be clear, I play exclusively in handheld mode.  (No proper technophile allows a video game system to be connected to their 4k tv if it does not output 4k. LOL!)  I am also a console (Xbox) gamer and have been playing video games since the mid 1980s.With that being said, this device is shockingly awesome.  Why?  You can basically play games with the graphically fidelity of almost (but not quite) the Xbox One/PS 4 in your hands.  This blows me away.  The fact that I can play NBA 2k, FIFA, Need for Speed, Grid, Mortal Kombat, Puzzle Quest and so many other games on the go is truly a joy to behold.  As a result, much to my surprise, this has been the console I have ended up playing the most.  It's easy to see why - I can take it with me wherever I go.  I travel for work and personal reasons.  This is with me and I can continue playing my games on it.  Don't get me wrong, I still enjoy my Xbox experience and still play PC games as well.  They are awesome.  However, I notice I play this more because it can be on an airplane with me, in the bed, during lunch at work, when I travel, etc.  Then, sometimes when I get home, I may want to continue my gaming.  So it is racking up more hours than my Xbox and PC (which I certainly still enjoy).Then, the OLED screen is gorgeous.  I had an original Switch.  I absolutely love this screen, the brightness, sharpness and clarity.  Some games look totally different.  If you already have an original Switch, if you can, sell it (or give it away) and get this one.  I absolutely love it.  I even bought a 512GB micro SD card.  I am in a form of gaming Nirvana.  You will really enjoy this model.Finally, I do think that Nintendo is in a truly awesome position with the Switch.  I am not sure if Nintendo even realizes how close they are to dominating the video game market for decades.  Why?  Think about it.  As of January 2022 the Switch is the leading console with over 100 million units sold.  It really, at this point, needs one thing to finish off the competition for decades.  What is it they need?  Just a little more power.  If Nintendo creates a device that has the graphical and processing power of an Xbox One/PS4, can do 1080p in handheld mode, with a 7 inch OLED screen, (and 4k when docked) Nintendo will rule gaming for at least a decade.  Why?  1080p on OLED, at the handheld distance from the eye, appears almost as detailed as 4k at a tv watching distance.  With the processing power of the Xbox One/PS4, developers can bring tons of more of their best games (triple A titles) to the Switch.  So, a Switch that powerful, with a large number of triple A games on it and with a screen that good in handheld mode, the Switch's market share would crush the competition.At any rate, I digress.  If you are considering this device.  Get it!  Period.  The build is so awesome on this variant.  You will love it.I have to go now.  I have to play my OLED Switch - LOL!Also, the delivery from this seller was also good.  It came ahead of time.",56 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Good,"Reviewed in the United States 🇺🇸 on April 11, 2023",Color: Splatoon | Style: Console,True,Thanks,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,As Expected,"Reviewed in the United States 🇺🇸 on April 9, 2023",Color: Splatoon | Style: Console,True,Came in the box in new condition as expected.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Worth the price,"Reviewed in the United States 🇺🇸 on March 29, 2023",Color: Splatoon | Style: Console,True,I got this as an upgrade to the original switch and I feel there are definitely enough changes to make it worth the price tag. Highly recommended.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Nintendo Switch Oled,"Reviewed in the United States 🇺🇸 on April 11, 2023",Color: Splatoon | Style: Console,True,My grandchildren love it!,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Exactly as described!,"Reviewed in the United States 🇺🇸 on March 2, 2023",Color: White | Style: Console,True,"After looking at a lot of the reviews for this certain company, I was pretty skeptical about ordering such an expensive item. But I trusted my gut and ordered! It took a little longer than I expected to ship, but it’s exactly as the product was described, “like new”! It’s been around a day since I’ve had it, and there’s been no issues. 10/10 would recommend.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,The nicest switch special edition out there,"Reviewed in the United States 🇺🇸 on March 14, 2023",Color: Splatoon | Style: Console,True,"This edition is very, very nice, all the splatoon details on the back and on the joycons are just fantastic, this plays exactly as the American regular version.  Really happy with my purchase.  If you like splatoon or special edition consoles this is a must have",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Lots of entertainment at home and on the go,"Reviewed in the United States 🇺🇸 on March 26, 2023",Color: White | Style: Console,True,My teenage son loves getting the family together to play Mario Party or taking it with us and playing Pokémon on his own,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Awesome!,"Reviewed in the United States 🇺🇸 on March 12, 2023",Color: White | Style: Console,True,"I love my OLED! I started out with a Switch Lite, an amateur gamer. Heard about the OLED and decided to go for it. Best decision! Screen is brighter, graphics better. And hooking it up to my TV was a breeze! Joycon controllers lasted all day! Love this! Packaged perfectly! Delivered in perfect condition.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Worth it if you're a handheld player,"Reviewed in the United States 🇺🇸 on December 28, 2021",Color: White | Style: Console,True,"This moderate upgrade of the Nintendo Switch is definitely worth spending an extra $50 to get if you are already in the market for a new Switch. The most important question though, is if it's worth it for the people who already own a Switch. This depends a lot on personal preference as well as how old your current switch is (and if you own the original HAC001 from 2017-2019 or the V2 that released in late summer of 2019). I mostly play in handheld mode because that is what this console excels at, for playing on a TV/Monitor, there are plenty of better options.So what do you get with this OLED model? You get a larger screen that is OLED instead of IPS LCD. This is the type of screen that most iPhones have used since 2017 (and all of them use it now except for the SE2). You get a better contrast ratio, meaning deeper blacks and brighter colors/whites. There is no HDR support like Dolby Vision or HDR10, but it still looks leagues better than all the other Switch models. The smaller borders around the screen make the device look more modern and it's the size they should have gone with from the beginning (even if the logistics of using OLED wasn't feasible in 2017). There is also improved speakers, they do sound better and make the games your playing sound larger and more immersive. It's not as big of a difference as the new screen is to the old screen, but it's still a good thing to include.Another new features is a better kickstand that is more like that of a Surface Pro tablet, allowing the Switch to be able to lean all the way back and be much more sturdy while doing so. This isn't really important unless you play in tabletop mode, but this is more realistic of a way to use this console with the screen being just that much bigger, I could see myself using a Pro controller and sitting the switch down for certain types of games.The last difference here is the dock, which has a built in Ethernet port, which you should really use if you have the option to go wired. Unlike in the previous model ""regular Switch"", a wired connection is basically twice as fast as using standard WiFI, before it was only about 1.5x as fast. It still is unfortunate that you cannot achieve 100Mbps download speeds, but 60-65 is better than the 40-45 I was getting on my older model.If I had to oversimplify who should buy the OLED model, I would say that these two types of people should buy the OLED (even if they already have a Switch Lite or V2) It would be: techie people who are nerdy about their tech and want the best they can get (even when they don't need it), and serious gamers who sink hundreds and hundreds of hours into playing the Switch in handheld mode.Also, I don’t know that we need to specify this anymore because the switch OLED has largely been in stock since early January. But I did not and would not pay one penny more than $350 (plus tax) for this console. I think it’s worth that price if you love Nintendo characters/games, but I don’t think the hardware is worth more than $400 and the tax gets it pretty close to that.",131 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Pretty good,"Reviewed in the United States 🇺🇸 on February 26, 2023",Color: Neon Blue and Red | Style: Console,True,I opened it up to find very little bubble wrap on the top of the console's box and dust in console's box but overall it works and the box only had minimal damage to the corners. Inside the console box I found all the necessary parts but the power cord had different wall prongs than normal in the US which I didn't like because I ordered one day shipping to get it as soon as I could. At least I got an adaptor but it's VERY loose.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Remember to buy a screen protector to keep it safe!,"Reviewed in the United States 🇺🇸 on April 6, 2023",Color: Neon Blue and Red | Style: Console,True,I love it!!:)) 😍,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Gift,"Reviewed in the United States 🇺🇸 on March 27, 2023",Color: Splatoon | Style: Console,True,"A gift for my grandson, it was a good price & the design was perfect",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Came with European plug,"Reviewed in the United States 🇺🇸 on April 3, 2023",Color: White | Style: Console,True,"Didn't know it was coming with European plus, and converter plug does not stay on well, and so does not charge well",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love it,"Reviewed in the United States 🇺🇸 on March 24, 2023",Color: White | Style: Console,True,I’m an old gamer so I had to buy this. Bit on the pricey end but worth the money.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Buena compra,"Reviewed in the United States 🇺🇸 on April 3, 2023",Color: Splatoon | Style: Console,True,Me llegó a tiempo y bien cuidado.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Muy bonita.,"Reviewed in the United States 🇺🇸 on March 29, 2023",Color: White | Style: Console,True,"Exelente consola, lo único malo son el precio de los juegos.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,100,"Reviewed in the United States 🇺🇸 on April 5, 2023",Color: White | Style: Console,True,Great system,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Wonderful console,"Reviewed in the United States on April 7, 2023",Color: Neon Blue and Red | Style: Console,True,It is a wonderful console and it is working as expected.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Gift well received,"Reviewed in the United States on April 7, 2023",Color: Splatoon | Style: Console,True,It was for a gift the person loved it,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,I love this thing,"Reviewed in the United States on March 3, 2023",Color: White | Style: Console,True,I debated for the longest time if I wanted to buy one of these. I finally caved and decided to get the OLED version. The colors are sharp and the screen is nice. Compared to others that I’ve seen this is the nicest version.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Perfecto!,"Reviewed in the United States on March 24, 2023",Color: Splatoon | Style: Console,True,"Llegó en tiempo establecido, todo en orden y funcional! Recomendado",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,We love the switch,"Reviewed in the United States on March 13, 2023",Color: White | Style: Console,True,This is our second switch.  We love them.  This one is great because the back has a stand that helps play handheld.  This is fun for the whole family.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Fun for the kids,"Reviewed in the United States on March 31, 2023",Color: Neon Blue and Red | Style: Console,True,Kids love it.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love it,"Reviewed in the United States on March 28, 2023",Color: Neon Blue and Red | Style: Console,True,"Easy to use, love the colors!",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Great game system,"Reviewed in the United States on March 18, 2023",Color: White | Style: Console,True,Was debating between new and old version. Get this I have no regrets excellent picture quality,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Looks even better in person,"Reviewed in the United States on April 1, 2023",Color: Splatoon | Style: Console,True,It’s perfect!,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Excelente igual a la imagen Original,"Reviewed in the United States on March 31, 2023",Color: Neon Blue and Red | Style: Console,True,Excelente igual a la imagen Original,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Amazing Gaming Console,"Reviewed in the United States on February 28, 2023",Color: White | Style: Console,True,"The Nintendo Switch Oled is a good gaming console, I've had the switch oled for a while and the console runs in good condition. Games like Sonic Frontiers has amazing graphics and is a good way to play on the go anywhere.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,You will love the display.,"Reviewed in the United States on March 6, 2023",Color: White | Style: Console,True,"I upgraded from a Switch Lite and I'm so glad I did. The Oled display makes such a difference. It's bright, crisp and even allows for outdoor play. Perfect for on the go play.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Awesome,"Reviewed in the United States on March 24, 2023",Color: White | Style: Console,True,My son loves it.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Fun game,"Reviewed in the United States on March 23, 2023",Color: White | Style: Console,True,Easy to hold and play,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,The screen is awesome!,"Reviewed in the United States on March 14, 2023",Color: White | Style: Console,True,The screen is amazing the colors and the contrast it arrived super fast! It’s super recommended,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Amazing a must have,"Reviewed in the United States on March 16, 2023",Color: Splatoon | Style: Console,True,Amazing a must have if you are a switch lover,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Excellent!!,"Reviewed in the United States on March 20, 2023",Color: White | Style: Console,True,"One the best things I ever purchased from Amazon, it came beautifully. (^.~)☆",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,The definitive way to play switch games.,"Reviewed in the United States on January 30, 2023",Color: White | Style: Console,True,"I will preface this review by saying that if you already own a switch, the switch oled is not worth it. It simply does not offer that much in meaningful upgrades. But if you’re looking at getting this or the base model, get this. For only $50 dollars more, you get many significant upgrades over the base model of the switch, such as reinforced joycon rails, an actual fully adjustable kickstand instead of the wimpy one that always breaks on the base model, and a nice upgrade to the internal storage. Oh and of course the new bigger oled screen with true blacks. In conclusion, this new model makes the base switch feel like a $100 android tablet in comparison.",10 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love it!!!!,"Reviewed in the United States on March 2, 2023",Color: White | Style: Console,True,My stepkids have switches and I had bought one to play online because I used to love playing Mario! I love this game console. Love the color! My life is complete now! LOL,
