product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo USB Switch Pro Controller,4.0,"weird d-pad, good overall","Reviewed in the United States on September 7, 2022",Color: Black | Edition: Single,True,"Something about the d-pad's construction makes it prone to misinputs. If you hit anywhere but the outermost edge of each directional, you have a good chance to experience one of the adjacent buttons being input before the intended input. A good demonstration is if you rock your thumb back and forth on the down button, you will experience left and right inputs as well.Otherwise, this is a nice controller. Worth the money you're charged? No, this thing should be 60 dollars. It's got fairly nice sticks that tend on the sensitive side, the face and shoulder buttons are satisfying to press without being particularly noisy or rattly with the plastic, the grips are weird but they work. the d-pad is kinda the worst part of the controller. that's not unique to nintendo in this case but the point is if you want a controller good for 2d games or games controlled primarily by d-pad you should find something else or just stick with the joy-cons.",4 people found this helpful
Nintendo USB Switch Pro Controller,5.0,Perfect,"Reviewed in the United States on February 15, 2023",Color: Black | Edition: Single,True,Perfect switch controller,One person found this helpful
Nintendo USB Switch Pro Controller,4.0,Its perfect,"Reviewed in the United States on January 7, 2023",Color: Black | Edition: Single,True,"It costs too much, and the L and R back buttons are just that, buttons, not triggers. I have an Xbox, and the feeling is different; everything else is on point.",
Nintendo USB Switch Pro Controller,5.0,Thanks like it a lot!,"Reviewed in the United States on February 1, 2023",Color: Black | Edition: Single,True,Bought this for my daughter as one of her Christmas gifts and she loves it!,
Nintendo USB Switch Pro Controller,5.0,Great controller,"Reviewed in the United States on January 14, 2023",Color: Black | Edition: Single,True,Awesome controller. Works great in docked mode for switch. I also use it for plateup from Steam on my PC. It's easy to connect to Windows. Sometimes needs to re-calibrate it in Steam though to get it working properly.,
Nintendo USB Switch Pro Controller,4.0,Update: not that bad.,"Reviewed in the United States on February 3, 2020",Color: Black | Edition: Single,True,"UPDATE MAY 2020: Not that badSo after I wrote my initial review, I was able to get the stripped screw off (and destroyed the grip in the process, having to order replacements from ebay). Then over the ensuing months I tore apart the controller probably 20 times, trying different variations of the tape trick to fix the D-pad with varied success. The tape did largely correct the false inputs, but at the cost of sometimes not registering button presses. In the end, I decided to take off all the tape and use it as it was originally designed to be used, and guess what? It isn't all that bad. Sure, when you do the input test in Switch settings it registers LOTS of false inputs, but this is less noticeable during actual game play. Now granted, I'm not a professional gamer, but I used the D-pad extensively to play Rayman Legends and Super Mario Maker, and it worked just fine. So in conclusion, yes, the D-pad is far from perfect, it's a major blemish in an otherwise perfect controller and a disgrace for Nintendo, but NO, it is not as bad as everyone makes it out to be. It's probably still the best Switch controller out there at the time of writing. My advice is to buy it and spend some time actually using it before buying into all the negative hype and trying to mess with it. It really isn't all that bad. (with regards to my original review, everything I had said about the design and ergonomics still holds true, even with the aftermarket replacement grips I had to install).------Original review:First off, this controller looks and feels amazing. It's probably the most ergonomic controller I've ever held, and *almost* everything about it feels extremely well-built. But I say ""almost,"" because there's one major inexcusable flaw that just ruins it for me, and that's the D-pad. If you do a quick search, you'll see that this has been an issue with Pro Controllers since the very first model. The D-pad is way too squishy, and registers incorrect inputs when you move between directions quickly. It just blows my mind, how Nintendo, the company that INVENTED the D-pad can get away with making such a poorly designed sub-par one and putting it inside their Pro controller. There IS a fix, but it requires opening the controller and putting tape on the chip.  I attempted it, but ended up stripping one of the screws and now it'll be impossible to ever open it up. So I'm stuck with a $70 ""premium"" controller with a D-pad that's so imprecise that it's borderline unusable. If playing games with a D-pad is at all important to you, save yourself the headache and frustration and buy a PS4 controller and an 8bitdo or Mayflash receiver.  I used to always prefer official accessories going all the way back to the NES, but sadly, this whole experience has made me lose faith in Nintendo.",5 people found this helpful
Nintendo USB Switch Pro Controller,5.0,Good controller in great condition,"Reviewed in the United States 🇺🇸 on January 5, 2023",Color: Black | Edition: Single,True,"Was able to find a great controller at a great price. It arrived earlier than expected and came with everything that would be in the box. Need to pick this controller up due to the jog cons from the switch being notorious for having drift. Otherwise, great product!",
Nintendo USB Switch Pro Controller,5.0,The only way to play a docked Switch,"Reviewed in the United States 🇺🇸 on January 28, 2022",Color: Black | Edition: Single,True,"Nintendo Switch Pro Controller: $69.39 at the time of reviewI stood in line on launch day in 2017 to get my hands on a Nintendo Switch. The combination of portable and big screen play is hard to beat and though I don’t travel as much I still like the ability to pick my Switch up off the dock and play elsewhere. The reality of my gaming these days though is in front of the TV so a couple of years ago I finally broke down and bought a Pro Controller. It was really the best gaming choice I’ve made in a long time.*What I liked*:This controller is *much* more comfortable than the two Joycons that come with the Switch, even when they’re in the holder.The battery life is second to none in all of the top consoles. I think I might charge this thing like once a month.All of the controls feel really good. The buttons have the right amount of key travel. The analog sticks have the right resistance and bounce-back. And the d-pad is about as good as a d-pad can be (which is to say… good but not great).*What I didn't like*:I was going to say something about the cost of this controller, But after a quick search of XBox and Playstation controllers, I see that it is directly in line with the competition. So it’s a little high, but so are all the other options.*The Bottom Line:*This is, without exception, the most comfortable way to play games on the Switch. It may be on the spendier side, but the comfort, battery life, and ease of use make it a no-brainer for people who spend a lot of time with their Switch docked. It’s a home run for five stars out of five. I’d absolutely buy this over again.",One person found this helpful
Nintendo USB Switch Pro Controller,4.0,Pricy but solid,"Reviewed in the United States 🇺🇸 on September 26, 2018",Color: Black | Edition: Single,True,"Where to begin...I've always been fine with the Joycons, Handheld mode, in the grip, or one in each hand. I don't mind any of those control methods, nor do I find their D-Pad buttons to be a problem. But I bought this controller for Smash Ultimate and to see what all the fuss was about, because I don't want my Joycons breaking in a moment of carelessness.I thought the Joycons were solid enough for the most part, but this thing, you could practically crack chestnuts with it. From the minute I opened the box and took it in hand, I thought ""this isn't the prettiest thing I've ever seen, but this thing is sturdy!""I charged it up right out of the box, played a bit with the wired connection (haven't had any lag problems at all in Wizard of Legend with it) and it finished charging from the Switch dock in a couple hours. Over the next month, I played with it every day when my Switch was docked (I just stopped taking hte Joycons off the main unit when docking it since getting this). It took, with about an hour or more of play per day, maybe a month before I got a ""low battery"" warning from this controller.Analog sticks are definitely taller, and face buttons are definitely bigger than the Joycons. That felt a bit odd at first, but I can switch between this and the Joycons/handheld mode for any game I own without trouble. The only difference I had to get used to is the placement of the + and - buttons; rather than being above each thumb as on the Joycons, they're between my hand here.I've had no troubles with the D-Pad, and find I rather enjoy it. Got this thing back in April, and have had no troubles at all with either analog stick or the D-Pad. (Which registers up, down, left, right, or diagonals only if I press them- no false positives at all from my Pro Controller.)Reads Amiibo just fine, I place them in the center of the controller to scan them in after I remember the right thumbstick does nothing .This is an entirely optional purchase for me, especially as I've always been more of a handheld gaming man, and am perfectly fine with the Switch's provided controller setup. But the Pro Controller is the best-feeling thing I've held that I can recall, as far as gaming goes. (Note: I've owned Game Boys, DSes, the Gamecube and Wii, and the Logitech Cordless RumblePad 2 for my PC, and that's basically it besides the 8bitdo NES30 Pro.)I have no fears of anything ever breaking this Nintendium-forged artifact, and it still looks as new as it did out of the package down to minute details. Also, the battery is massively overkill- I love it.If you think you'd like one of these, and are okay with whatever the asking price is at the moment, go right ahead. You can use it with Windows and Android phones or tablets as well, so if this controller lasts as long as my old Logitech has, $70 should average out to maybe pennies per month, especially since it works with a bunch of different machines. Planning to keep it until it wears out decades from now.",17 people found this helpful
Nintendo USB Switch Pro Controller,5.0,Practically brand new!,"Reviewed in the United States 🇺🇸 on January 20, 2023",Color: Black | Edition: Single,True,Shipping was quick. Product came before expected.  The controller came with its original box and cables. Practically brand new. Everything works amazing. Very satisfied!,2 people found this helpful
Nintendo USB Switch Pro Controller,5.0,The most comfortable switch controller to play docked,"Reviewed in the United States 🇺🇸 on February 18, 2019",Color: Black | Edition: Single,True,"This thing feels really well built. The controller has a good quality feel to it, plus it feels just the right weight to make it feel secure in my hands. At first it felt a little big since I had been using the joycons mostly, but i quickly got used to it. The price can be a bit hard to justify, but i paid it since I knew that it wasnt a gamble. There are cheaper options out there that might feel this good, but i knew FOR SURE, that this one would be good. And it didnt dissapoint.Pros:- Good placement for the analogs- Nice big face buttons- Nice clicky shoulder buttons (not loud)- HD Rumble- Great motion controls- Great for 3D games- Comes with a high quality USB-C to A cableCons:- Price is a bit high- The analogs have a longer travel so it can feel a bit off putting if you are coming in straight from a Joycon like i was.- Not great for 2D platformers- The home button and screenshot buttons are a bit awkward to reach while playing.Overall this controller is great for games like Zelda BotW, Mario Odyssey, Doom, Ys, Mario Kart, etc, but i don't recommend it for 2D platformers like New Super Mario Bros U, The Messenger, Axiom Verge or Dead Cells. It will function alright, and i bet after playing for a bit your hands get used it, but for me it wasn't ideal and since I have a SN30 Pro, I use that one specifically for 2D platformers and this for everything else.The battery life is certainly impressive. I used it for over a week before I had to charge it, but then I dont do heavy gaming on the most part. My only real complaint is that the home button and the screenshot buttons can be a little difficult to find while playing.Also, take into account that this thing is not really portable. Not only is it big, but it keeps coming on and scanning for the switch each and every time a button is pressed. This is definitely a controller to keep beside the dock for docked playing, and NOT in your bag for hand held or table top. One of the times i packed this and brought it along for table top playing I found it had turned the switch on while it was in the bag. Its also kinda big, so definitely keep it at home. If you want portability go for the SN30 Pro, if you want comfort, go with this.Overally I think its a great controller, my biggest gripe is the price.",
Nintendo USB Switch Pro Controller,5.0,Highly Recommend over Joycons,"Reviewed in the United States 🇺🇸 on March 4, 2021",Color: Black | Edition: Single,True,"So we just got these the other day, so this isn't a review on their longevity. However, we absolutely love these controllers in comparison to the joy cons. These are SOOO much better.We've been playing Age of Calamity in 2 player mode, and it was a huge pain and no fun to do with the Joy cons. These controllers are worlds better. They are a little big compared to a PS4 controller, but a better shape than the combined joycons.They have a nice heft to them, and they're rechargeable. A lot of the 3rd party controllers for the Switch weren't rechargeable,  and most, if not all, were not compatible with amiibos. If amiibos matter to you, it might be worth noting that the PowerA controllers and other 3rd party controllers probably aren't compatible.As for their charge, we charged them straight out of the box, played with them about every night for the past week and they still have a charge to them. I can't really quantify that in hours, but they definitely seem to last longer than our PS4 controllers (which are a couple years older to be fair).Last point of note is the button mapping. Trying to play Age of Calamity with 1 joycon per person, the buttons on each controller is limited, and the button mapping was confusing and aggravating. Having a controller or complete set of Joycons per person is really the best way to play, and it's definitely less aggravating. I'm not the best gamer, so when the button layout became too confusing with the joycons, I just ignored the confusing buttons (which in this particular game included the button to heal yourself).Last points of note is that they do come with their own charging cords, which plug right into the side of the Switch docking station for easy charging. They are a Type C cord, so most phone charges would probably work as well. And they don't have a spot to plug in headphones or a mic, but neither do the joycons.",One person found this helpful
Nintendo USB Switch Pro Controller,5.0,No complaints,"Reviewed in the United States 🇺🇸 on January 20, 2023",Color: Black | Edition: Single,True,It does what it is supposed to do and the setup was effortless.,
Nintendo USB Switch Pro Controller,5.0,"Get one, now","Reviewed in the United States 🇺🇸 on January 11, 2023",Color: Black | Edition: Single,True,"I am a Nintendo fanboy and collector, but I got this controller for a more enjoyable gaming experience when playing long hours. Best Nintendo controller yet!",
Nintendo USB Switch Pro Controller,3.0,"Mediocre at best, unresponsive and flimsy at worst!","Reviewed in the United States 🇺🇸 on February 6, 2021",Color: Black | Edition: Single,True,"So I've had this Pro controller for a month now and felt I'd been hands on long enough for a full review. Gotten about 150hours on Monster Hunter Generations and played a little Breath of the Wilds,I'm coming from 30+ years of gaming experience and have used every leading console developers (Nintendo, Sega, Microsoft, Sony) 1st party controllers since NIntendo Entertainment System onwards to today. I've owned many, but have used all of them extensively at some point. I've been on PS4 extensively since lunch, easily putting 2k+ hours a year, and 3k hours on Monster Hunter World since launch. So PS4 controller is my most relevant comparison now so you know were im coming from.So firstly, I consider the Pro Controller to be a big improvement over the standard Switch Joy Cons. The Joy Cons ar3 just way to small, right Anolog stick in particular hurts my average sized hands after 30min of use, and button spacing isn't great. To be fare, there Controllers ment for a handheld and in that space they do there job reasonably well. So if you want a more traditional Controller for couch gameing, it's the Pro or a GameCube controller clone, and the Pro is probably a better choice assuming you need motion controls.The Switch Pro controller isn't terrible for sure. Size is fine, maybe slightly small, but decent for average man hands and probably great for smaller hands. But immediately I noticed the Anolog Sticks aren't great. The press function is too tight, Anolog placement feels off and need to be about 25% bigger. I've heard ALOT of stick drift issues, but a month isn't long enough for that to be a issue. Face buttons fell a little mushy, no click or feed back at all. And the face buttons are raised far too much, makeing simultaneously pressing two buttons inaccurate. The ZR/ZL triggers aren't variable at all, this could be particularly frustrating on a racing game, as it's either full or no throttle. I don't mind them not being variable since I play RPGs mostly, and they feel responsive. However the L/R shoulder buttons are awful! They drop inputs frequently and sometimes don't register promptly. Unfortunately many games use shoulder inputs frequently, Monster Hunter GU being a strong example of were this is a issue. It seems to be because the actual button press happens on the outer edges, meaning to get a responsive touch you need to hold them with fingers in claw like hold. This causes alot of finger fatigue on medium sized hands and surely far worse on large hands. 4 way D-Pad is fine, and probably better than PS4 controllers. I've also noticed the left grip moves slightly already, the grips are separate pieces and shift slightly. They don't feel like there breaking, but it's unnerving to have this in 30days. Finally my biggest gripe is there is absolutely no 3.5mm standard headset inputs on the controller, and I've been told USB-C inputs don't work either. So you still need to use the Switch 3.5mm input for a headset. This is 16years behind other console devs, and is completely unexeptable in the age of online gaming.3 stars I'd is very fare, it's not terrible and unfortunately is probably your only choice for a traditional Switch controller. But aside fantastic battery life and decent ergonomics, it well below what I've come to expect from Sony and Microsoft since lunch of Xbox360 in 2005.",5 people found this helpful
Nintendo USB Switch Pro Controller,4.0,What You Should Know About the Pro!,"Reviewed in the United States 🇺🇸 on February 6, 2018",Color: Black | Edition: Single,True,"So originally I got this controller because I needed something other than the controller grip that was included with the Nintendo Switch which just wasn't cutting it for me. The Joy Cons themselves, while are impressive little controllers, can be frustrating at times due to their size and the size of the buttons being so small. This is especially apparent for games like Legend of Zelda: Breath of the Wild where you need those precise controls in order to really take full advantage of the combat mechanics.So I bought this and I've got to say that I'm pretty impressed. First off, being someone who's always played Playstation and used to having the analog sticks being side by side,  I was worried that the directional stick layout which is very similar to Xbox One's layout, would take some time to get used to but that turned out to not be the case. Not only do they work great but I also adjusted to it very quickly and had a blast using this. The controller feels lighter than my PS4 controllers and it fits snug in my grip. It didn’t cramp up my hands like the Joy Con controller grip did. The grips have a nice texture to them that keeps them cool and easy to hold for long periods of time and with the buttons also being a lot bigger then the Joy Cons, I don't have much of an issue with hitting the wrong buttons. Also this controller is rocking a rechargeable battery that boasts a 40 hour life span on a single charge. Since I’ve gotten the controller a couple weeks ago, I’ve only had to charge it once, which is a major plus compared to other controllers like the Duelshock 4 which I’m lucky if I get a good 8 hours out of. I'd even go as far to say that the RZ & LZ trigger buttons are better than both Playstation's and Xbox's counterparts. The buttons seem to travel less distance to activate so it feels like they're responding quicker. Other pluses to this controller is that all the buttons found on the Joy Con make their way over onto this controller, it has the reader which lets you use Aiimbos with it, and its a very quick transition if you want to swap from the Joy Cons to the Pro controller during gameplay. There are some cons and things I would have liked to have seen different to this controller. For one, there’s no dedicated audio jack on the controller for headphone users, the rumble feature feels like its more centered in the controller rather then it being at the grips, I wish there was some more color variations then just the dark gray/black, and for it being a PRO Controller one might think that there would be extra buttons, features, or the ability to remap the button formats, but there are none of these. At the end of the day though, if it came down to me having to choose between buying another pair of Joy Cons or buying this, I would hands down go with this. And if you have bigger hands or you’re just used to using the classic grip style wireless controller than I definitely recommend this.",5 people found this helpful
Nintendo USB Switch Pro Controller,5.0,El producto es original y 100% nuevo,"Reviewed in the United States on January 21, 2023",Color: Black | Edition: Single,True, La experiencia de juego cambia mucho con este tipo de control en Nintendo! Es original!,One person found this helpful
Nintendo USB Switch Pro Controller,5.0,Very good controllers,"Reviewed in the United States on January 4, 2023",Color: Black | Edition: Single,True,Work tremendously well. I do not feel like these are going to mess up if they are dropped. Expensive but very good quality,One person found this helpful
